"Plot Title: 21411021"
"#","Date Time, GMT+06:00","Abs Pres, kPa (LGR S/N: 21411021, SEN S/N: 21411021)","Temp, °C (LGR S/N: 21411021, SEN S/N: 21411021)","Coupler Detached (LGR S/N: 21411021)","Coupler Attached (LGR S/N: 21411021)","Host Connected (LGR S/N: 21411021)","Stopped (LGR S/N: 21411021)","End Of File (LGR S/N: 21411021)"
3586,01/13/2023 06:00:00 PM,173.916,-5.496,,,,,
3587,01/13/2023 07:00:00 PM,173.916,-5.496,,,,,
3588,01/13/2023 08:00:00 PM,173.916,-5.496,,,,,
3589,01/13/2023 09:00:00 PM,173.905,-5.620,,,,,
3590,01/13/2023 10:00:00 PM,173.916,-5.620,,,,,
3591,01/13/2023 11:00:00 PM,173.905,-5.620,,,,,
3592,01/14/2023 12:00:00 AM,173.916,-5.620,,,,,
3593,01/14/2023 01:00:00 AM,173.916,-5.620,,,,,
3594,01/14/2023 02:00:00 AM,173.916,-5.620,,,,,
3595,01/14/2023 03:00:00 AM,173.916,-5.620,,,,,
3596,01/14/2023 04:00:00 AM,173.916,-5.620,,,,,
3597,01/14/2023 05:00:00 AM,173.916,-5.620,,,,,
3598,01/14/2023 06:00:00 AM,173.916,-5.620,,,,,
3599,01/14/2023 07:00:00 AM,173.916,-5.620,,,,,
3600,01/14/2023 08:00:00 AM,173.916,-5.620,,,,,
3601,01/14/2023 09:00:00 AM,173.906,-5.745,,,,,
3602,01/14/2023 10:00:00 AM,173.906,-5.745,,,,,
3603,01/14/2023 11:00:00 AM,173.906,-5.745,,,,,
3604,01/14/2023 12:00:00 PM,173.906,-5.745,,,,,
3605,01/14/2023 01:00:00 PM,173.906,-5.745,,,,,
3606,01/14/2023 02:00:00 PM,173.906,-5.745,,,,,
3607,01/14/2023 03:00:00 PM,173.906,-5.745,,,,,
3608,01/14/2023 04:00:00 PM,173.906,-5.745,,,,,
3609,01/14/2023 05:00:00 PM,173.906,-5.745,,,,,
3610,01/14/2023 06:00:00 PM,173.906,-5.745,,,,,
3611,01/14/2023 07:00:00 PM,173.906,-5.745,,,,,
3612,01/14/2023 08:00:00 PM,173.906,-5.745,,,,,
3613,01/14/2023 09:00:00 PM,173.906,-5.745,,,,,
3614,01/14/2023 10:00:00 PM,173.895,-5.870,,,,,
3615,01/14/2023 11:00:00 PM,173.895,-5.870,,,,,
3616,01/15/2023 12:00:00 AM,173.895,-5.870,,,,,
3617,01/15/2023 01:00:00 AM,173.895,-5.870,,,,,
3618,01/15/2023 02:00:00 AM,173.895,-5.870,,,,,
3619,01/15/2023 03:00:00 AM,173.895,-5.870,,,,,
3620,01/15/2023 04:00:00 AM,173.895,-5.870,,,,,
3621,01/15/2023 05:00:00 AM,173.895,-5.870,,,,,
3622,01/15/2023 06:00:00 AM,173.895,-5.870,,,,,
3623,01/15/2023 07:00:00 AM,173.895,-5.870,,,,,
3624,01/15/2023 08:00:00 AM,173.895,-5.870,,,,,
3625,01/15/2023 09:00:00 AM,173.895,-5.870,,,,,
3626,01/15/2023 10:00:00 AM,173.884,-5.995,,,,,
3627,01/15/2023 11:00:00 AM,173.884,-5.995,,,,,
3628,01/15/2023 12:00:00 PM,173.884,-5.995,,,,,
3629,01/15/2023 01:00:00 PM,173.884,-5.995,,,,,
3630,01/15/2023 02:00:00 PM,173.884,-5.995,,,,,
3631,01/15/2023 03:00:00 PM,173.884,-5.995,,,,,
3632,01/15/2023 04:00:00 PM,173.884,-5.995,,,,,
3633,01/15/2023 05:00:00 PM,173.884,-5.995,,,,,
3634,01/15/2023 06:00:00 PM,173.874,-6.120,,,,,
3635,01/15/2023 07:00:00 PM,173.874,-6.120,,,,,
3636,01/15/2023 08:00:00 PM,173.874,-6.120,,,,,
3637,01/15/2023 09:00:00 PM,173.874,-6.120,,,,,
3638,01/15/2023 10:00:00 PM,173.874,-6.120,,,,,
3639,01/15/2023 11:00:00 PM,173.874,-6.120,,,,,
3640,01/16/2023 12:00:00 AM,173.874,-6.120,,,,,
3641,01/16/2023 01:00:00 AM,173.874,-6.120,,,,,
3642,01/16/2023 02:00:00 AM,173.874,-6.120,,,,,
3643,01/16/2023 03:00:00 AM,173.874,-6.120,,,,,
3644,01/16/2023 04:00:00 AM,173.874,-6.120,,,,,
3645,01/16/2023 05:00:00 AM,173.874,-6.120,,,,,
3646,01/16/2023 06:00:00 AM,173.863,-6.246,,,,,
3647,01/16/2023 07:00:00 AM,173.863,-6.246,,,,,
3648,01/16/2023 08:00:00 AM,173.863,-6.246,,,,,
3649,01/16/2023 09:00:00 AM,173.863,-6.246,,,,,
3650,01/16/2023 10:00:00 AM,173.863,-6.246,,,,,
3651,01/16/2023 11:00:00 AM,173.863,-6.246,,,,,
3652,01/16/2023 12:00:00 PM,173.863,-6.246,,,,,
3653,01/16/2023 01:00:00 PM,173.852,-6.373,,,,,
3654,01/16/2023 02:00:00 PM,173.852,-6.373,,,,,
3655,01/16/2023 03:00:00 PM,173.852,-6.373,,,,,
3656,01/16/2023 04:00:00 PM,173.852,-6.373,,,,,
3657,01/16/2023 05:00:00 PM,173.852,-6.373,,,,,
3658,01/16/2023 06:00:00 PM,173.852,-6.373,,,,,
3659,01/16/2023 07:00:00 PM,173.852,-6.373,,,,,
3660,01/16/2023 08:00:00 PM,173.852,-6.373,,,,,
3661,01/16/2023 09:00:00 PM,173.852,-6.373,,,,,
3662,01/16/2023 10:00:00 PM,173.852,-6.373,,,,,
3663,01/16/2023 11:00:00 PM,173.852,-6.373,,,,,
3664,01/17/2023 12:00:00 AM,173.852,-6.373,,,,,
3665,01/17/2023 01:00:00 AM,173.852,-6.373,,,,,
3666,01/17/2023 02:00:00 AM,173.841,-6.499,,,,,
3667,01/17/2023 03:00:00 AM,173.841,-6.499,,,,,
3668,01/17/2023 04:00:00 AM,173.852,-6.499,,,,,
3669,01/17/2023 05:00:00 AM,173.852,-6.499,,,,,
3670,01/17/2023 06:00:00 AM,173.852,-6.499,,,,,
3671,01/17/2023 07:00:00 AM,173.852,-6.499,,,,,
3672,01/17/2023 08:00:00 AM,173.852,-6.499,,,,,
3673,01/17/2023 09:00:00 AM,173.852,-6.499,,,,,
3674,01/17/2023 10:00:00 AM,173.852,-6.499,,,,,
3675,01/17/2023 11:00:00 AM,173.852,-6.499,,,,,
3676,01/17/2023 12:00:00 PM,173.852,-6.499,,,,,
3677,01/17/2023 01:00:00 PM,173.852,-6.499,,,,,
3678,01/17/2023 02:00:00 PM,173.852,-6.499,,,,,
3679,01/17/2023 03:00:00 PM,173.841,-6.626,,,,,
3680,01/17/2023 04:00:00 PM,173.841,-6.626,,,,,
3681,01/17/2023 05:00:00 PM,173.841,-6.626,,,,,
3682,01/17/2023 06:00:00 PM,173.841,-6.626,,,,,
3683,01/17/2023 07:00:00 PM,173.841,-6.626,,,,,
3684,01/17/2023 08:00:00 PM,173.841,-6.626,,,,,
3685,01/17/2023 09:00:00 PM,173.841,-6.626,,,,,
3686,01/17/2023 10:00:00 PM,173.841,-6.626,,,,,
3687,01/17/2023 11:00:00 PM,173.841,-6.626,,,,,
3688,01/18/2023 12:00:00 AM,173.841,-6.626,,,,,
3689,01/18/2023 01:00:00 AM,173.841,-6.626,,,,,
3690,01/18/2023 02:00:00 AM,173.841,-6.626,,,,,
3691,01/18/2023 03:00:00 AM,173.841,-6.626,,,,,
3692,01/18/2023 04:00:00 AM,173.841,-6.626,,,,,
3693,01/18/2023 05:00:00 AM,173.841,-6.626,,,,,
3694,01/18/2023 06:00:00 AM,173.841,-6.626,,,,,
3695,01/18/2023 07:00:00 AM,173.841,-6.626,,,,,
3696,01/18/2023 08:00:00 AM,173.841,-6.626,,,,,
3697,01/18/2023 09:00:00 AM,173.841,-6.626,,,,,
3698,01/18/2023 10:00:00 AM,173.841,-6.626,,,,,
3699,01/18/2023 11:00:00 AM,173.841,-6.626,,,,,
3700,01/18/2023 12:00:00 PM,173.830,-6.754,,,,,
3701,01/18/2023 01:00:00 PM,173.830,-6.754,,,,,
3702,01/18/2023 02:00:00 PM,173.830,-6.754,,,,,
3703,01/18/2023 03:00:00 PM,173.830,-6.754,,,,,
3704,01/18/2023 04:00:00 PM,173.830,-6.754,,,,,
3705,01/18/2023 05:00:00 PM,173.830,-6.754,,,,,
3706,01/18/2023 06:00:00 PM,173.830,-6.754,,,,,
3707,01/18/2023 07:00:00 PM,173.830,-6.754,,,,,
3708,01/18/2023 08:00:00 PM,173.830,-6.754,,,,,
3709,01/18/2023 09:00:00 PM,173.830,-6.754,,,,,
3710,01/18/2023 10:00:00 PM,173.830,-6.754,,,,,
3711,01/18/2023 11:00:00 PM,173.830,-6.754,,,,,
3712,01/19/2023 12:00:00 AM,173.830,-6.754,,,,,
3713,01/19/2023 01:00:00 AM,173.830,-6.754,,,,,
3714,01/19/2023 02:00:00 AM,173.830,-6.754,,,,,
3715,01/19/2023 03:00:00 AM,173.830,-6.754,,,,,
3716,01/19/2023 04:00:00 AM,173.830,-6.754,,,,,
3717,01/19/2023 05:00:00 AM,173.830,-6.754,,,,,
3718,01/19/2023 06:00:00 AM,173.830,-6.754,,,,,
3719,01/19/2023 07:00:00 AM,173.830,-6.754,,,,,
3720,01/19/2023 08:00:00 AM,173.830,-6.754,,,,,
3721,01/19/2023 09:00:00 AM,173.830,-6.754,,,,,
3722,01/19/2023 10:00:00 AM,173.830,-6.754,,,,,
3723,01/19/2023 11:00:00 AM,173.830,-6.754,,,,,
3724,01/19/2023 12:00:00 PM,173.830,-6.754,,,,,
3725,01/19/2023 01:00:00 PM,173.830,-6.754,,,,,
3726,01/19/2023 02:00:00 PM,173.819,-6.882,,,,,
3727,01/19/2023 03:00:00 PM,173.819,-6.882,,,,,
3728,01/19/2023 04:00:00 PM,173.819,-6.882,,,,,
3729,01/19/2023 05:00:00 PM,173.819,-6.882,,,,,
3730,01/19/2023 06:00:00 PM,173.819,-6.882,,,,,
3731,01/19/2023 07:00:00 PM,173.819,-6.882,,,,,
3732,01/19/2023 08:00:00 PM,173.819,-6.882,,,,,
3733,01/19/2023 09:00:00 PM,173.819,-6.882,,,,,
3734,01/19/2023 10:00:00 PM,173.819,-6.882,,,,,
3735,01/19/2023 11:00:00 PM,173.819,-6.882,,,,,
3736,01/20/2023 12:00:00 AM,173.819,-6.882,,,,,
3737,01/20/2023 01:00:00 AM,173.819,-6.882,,,,,
3738,01/20/2023 02:00:00 AM,173.819,-6.882,,,,,
3739,01/20/2023 03:00:00 AM,173.819,-6.882,,,,,
3740,01/20/2023 04:00:00 AM,173.819,-6.882,,,,,
3741,01/20/2023 05:00:00 AM,173.819,-6.882,,,,,
3742,01/20/2023 06:00:00 AM,173.819,-6.882,,,,,
3743,01/20/2023 07:00:00 AM,173.819,-6.882,,,,,
3744,01/20/2023 08:00:00 AM,173.819,-6.882,,,,,
3745,01/20/2023 09:00:00 AM,173.819,-6.882,,,,,
3746,01/20/2023 10:00:00 AM,173.819,-6.882,,,,,
3747,01/20/2023 11:00:00 AM,173.819,-6.882,,,,,
3748,01/20/2023 12:00:00 PM,173.819,-6.882,,,,,
3749,01/20/2023 01:00:00 PM,173.819,-6.882,,,,,
3750,01/20/2023 02:00:00 PM,173.819,-6.882,,,,,
3751,01/20/2023 03:00:00 PM,173.819,-6.882,,,,,
3752,01/20/2023 04:00:00 PM,173.808,-7.010,,,,,
3753,01/20/2023 05:00:00 PM,173.808,-7.010,,,,,
3754,01/20/2023 06:00:00 PM,173.808,-7.010,,,,,
3755,01/20/2023 07:00:00 PM,173.808,-7.010,,,,,
3756,01/20/2023 08:00:00 PM,173.808,-7.010,,,,,
3757,01/20/2023 09:00:00 PM,173.808,-7.010,,,,,
3758,01/20/2023 10:00:00 PM,173.808,-7.010,,,,,
3759,01/20/2023 11:00:00 PM,173.808,-7.010,,,,,
3760,01/21/2023 12:00:00 AM,173.808,-7.010,,,,,
3761,01/21/2023 01:00:00 AM,173.808,-7.010,,,,,
3762,01/21/2023 02:00:00 AM,173.808,-7.010,,,,,
3763,01/21/2023 03:00:00 AM,173.808,-7.010,,,,,
3764,01/21/2023 04:00:00 AM,173.808,-7.010,,,,,
3765,01/21/2023 05:00:00 AM,173.808,-7.010,,,,,
3766,01/21/2023 06:00:00 AM,173.808,-7.010,,,,,
3767,01/21/2023 07:00:00 AM,173.808,-7.010,,,,,
3768,01/21/2023 08:00:00 AM,173.808,-7.010,,,,,
3769,01/21/2023 09:00:00 AM,173.808,-7.010,,,,,
3770,01/21/2023 10:00:00 AM,173.808,-7.010,,,,,
3771,01/21/2023 11:00:00 AM,173.808,-7.010,,,,,
3772,01/21/2023 12:00:00 PM,173.808,-7.010,,,,,
3773,01/21/2023 01:00:00 PM,173.808,-7.010,,,,,
3774,01/21/2023 02:00:00 PM,173.808,-7.010,,,,,
3775,01/21/2023 03:00:00 PM,173.808,-7.010,,,,,
3776,01/21/2023 04:00:00 PM,173.808,-7.010,,,,,
3777,01/21/2023 05:00:00 PM,173.808,-7.010,,,,,
3778,01/21/2023 06:00:00 PM,173.819,-7.010,,,,,
3779,01/21/2023 07:00:00 PM,173.819,-7.010,,,,,
3780,01/21/2023 08:00:00 PM,173.819,-7.010,,,,,
3781,01/21/2023 09:00:00 PM,173.819,-7.010,,,,,
3782,01/21/2023 10:00:00 PM,173.819,-7.010,,,,,
3783,01/21/2023 11:00:00 PM,173.819,-7.010,,,,,
3784,01/22/2023 12:00:00 AM,173.819,-7.010,,,,,
3785,01/22/2023 01:00:00 AM,173.819,-7.010,,,,,
3786,01/22/2023 02:00:00 AM,173.819,-7.010,,,,,
3787,01/22/2023 03:00:00 AM,173.819,-7.010,,,,,
3788,01/22/2023 04:00:00 AM,173.819,-7.010,,,,,
3789,01/22/2023 05:00:00 AM,173.819,-7.010,,,,,
3790,01/22/2023 06:00:00 AM,173.819,-7.010,,,,,
3791,01/22/2023 07:00:00 AM,173.819,-7.010,,,,,
3792,01/22/2023 08:00:00 AM,173.819,-7.010,,,,,
3793,01/22/2023 09:00:00 AM,173.819,-7.010,,,,,
3794,01/22/2023 10:00:00 AM,173.819,-7.010,,,,,
3795,01/22/2023 11:00:00 AM,173.819,-7.010,,,,,
3796,01/22/2023 12:00:00 PM,173.819,-7.010,,,,,
3797,01/22/2023 01:00:00 PM,173.819,-7.010,,,,,
3798,01/22/2023 02:00:00 PM,173.819,-7.010,,,,,
3799,01/22/2023 03:00:00 PM,173.819,-7.010,,,,,
3800,01/22/2023 04:00:00 PM,173.819,-7.010,,,,,
3801,01/22/2023 05:00:00 PM,173.819,-7.010,,,,,
3802,01/22/2023 06:00:00 PM,173.819,-7.010,,,,,
3803,01/22/2023 07:00:00 PM,173.819,-7.010,,,,,
3804,01/22/2023 08:00:00 PM,173.830,-6.882,,,,,
3805,01/22/2023 09:00:00 PM,173.830,-6.882,,,,,
3806,01/22/2023 10:00:00 PM,173.830,-6.882,,,,,
3807,01/22/2023 11:00:00 PM,173.830,-6.882,,,,,
3808,01/23/2023 12:00:00 AM,173.830,-6.882,,,,,
3809,01/23/2023 01:00:00 AM,173.830,-6.882,,,,,
3810,01/23/2023 02:00:00 AM,173.830,-6.882,,,,,
3811,01/23/2023 03:00:00 AM,173.830,-6.882,,,,,
3812,01/23/2023 04:00:00 AM,173.830,-6.882,,,,,
3813,01/23/2023 05:00:00 AM,173.830,-6.882,,,,,
3814,01/23/2023 06:00:00 AM,173.841,-6.754,,,,,
3815,01/23/2023 07:00:00 AM,173.841,-6.754,,,,,
3816,01/23/2023 08:00:00 AM,173.841,-6.754,,,,,
3817,01/23/2023 09:00:00 AM,173.841,-6.754,,,,,
3818,01/23/2023 10:00:00 AM,173.841,-6.754,,,,,
3819,01/23/2023 11:00:00 AM,173.841,-6.754,,,,,
3820,01/23/2023 12:00:00 PM,173.841,-6.754,,,,,
3821,01/23/2023 01:00:00 PM,173.841,-6.754,,,,,
3822,01/23/2023 02:00:00 PM,173.841,-6.754,,,,,
3823,01/23/2023 03:00:00 PM,173.841,-6.754,,,,,
3824,01/23/2023 04:00:00 PM,173.841,-6.754,,,,,
3825,01/23/2023 05:00:00 PM,173.841,-6.754,,,,,
3826,01/23/2023 06:00:00 PM,173.841,-6.754,,,,,
3827,01/23/2023 07:00:00 PM,173.841,-6.754,,,,,
3828,01/23/2023 08:00:00 PM,173.841,-6.754,,,,,
3829,01/23/2023 09:00:00 PM,173.841,-6.754,,,,,
3830,01/23/2023 10:00:00 PM,173.841,-6.754,,,,,
3831,01/23/2023 11:00:00 PM,173.841,-6.754,,,,,
3832,01/24/2023 12:00:00 AM,173.841,-6.754,,,,,
3833,01/24/2023 01:00:00 AM,173.841,-6.754,,,,,
3834,01/24/2023 02:00:00 AM,173.841,-6.754,,,,,
3835,01/24/2023 03:00:00 AM,173.841,-6.754,,,,,
3836,01/24/2023 04:00:00 AM,173.841,-6.754,,,,,
3837,01/24/2023 05:00:00 AM,173.841,-6.754,,,,,
3838,01/24/2023 06:00:00 AM,173.841,-6.754,,,,,
3839,01/24/2023 07:00:00 AM,173.852,-6.754,,,,,
3840,01/24/2023 08:00:00 AM,173.852,-6.754,,,,,
3841,01/24/2023 09:00:00 AM,173.852,-6.754,,,,,
3842,01/24/2023 10:00:00 AM,173.852,-6.754,,,,,
3843,01/24/2023 11:00:00 AM,173.852,-6.754,,,,,
3844,01/24/2023 12:00:00 PM,173.852,-6.754,,,,,
3845,01/24/2023 01:00:00 PM,173.852,-6.754,,,,,
3846,01/24/2023 02:00:00 PM,173.852,-6.754,,,,,
3847,01/24/2023 03:00:00 PM,173.852,-6.754,,,,,
3848,01/24/2023 04:00:00 PM,173.852,-6.754,,,,,
3849,01/24/2023 05:00:00 PM,173.852,-6.754,,,,,
3850,01/24/2023 06:00:00 PM,173.852,-6.754,,,,,
3851,01/24/2023 07:00:00 PM,173.852,-6.754,,,,,
3852,01/24/2023 08:00:00 PM,173.852,-6.754,,,,,
3853,01/24/2023 09:00:00 PM,173.852,-6.754,,,,,
3854,01/24/2023 10:00:00 PM,173.852,-6.754,,,,,
3855,01/24/2023 11:00:00 PM,173.852,-6.754,,,,,
3856,01/25/2023 12:00:00 AM,173.852,-6.754,,,,,
3857,01/25/2023 01:00:00 AM,173.852,-6.754,,,,,
3858,01/25/2023 02:00:00 AM,173.852,-6.754,,,,,
3859,01/25/2023 03:00:00 AM,173.852,-6.754,,,,,
3860,01/25/2023 04:00:00 AM,173.852,-6.754,,,,,
3861,01/25/2023 05:00:00 AM,173.852,-6.754,,,,,
3862,01/25/2023 06:00:00 AM,173.852,-6.754,,,,,
3863,01/25/2023 07:00:00 AM,173.852,-6.754,,,,,
3864,01/25/2023 08:00:00 AM,173.852,-6.754,,,,,
3865,01/25/2023 09:00:00 AM,173.852,-6.754,,,,,
3866,01/25/2023 10:00:00 AM,173.852,-6.754,,,,,
3867,01/25/2023 11:00:00 AM,173.852,-6.754,,,,,
3868,01/25/2023 12:00:00 PM,173.852,-6.754,,,,,
3869,01/25/2023 01:00:00 PM,173.852,-6.754,,,,,
3870,01/25/2023 02:00:00 PM,173.852,-6.754,,,,,
3871,01/25/2023 03:00:00 PM,173.852,-6.754,,,,,
3872,01/25/2023 04:00:00 PM,173.852,-6.754,,,,,
3873,01/25/2023 05:00:00 PM,173.852,-6.754,,,,,
3874,01/25/2023 06:00:00 PM,173.841,-6.882,,,,,
3875,01/25/2023 07:00:00 PM,173.841,-6.882,,,,,
3876,01/25/2023 08:00:00 PM,173.841,-6.882,,,,,
3877,01/25/2023 09:00:00 PM,173.852,-6.754,,,,,
3878,01/25/2023 10:00:00 PM,173.852,-6.754,,,,,
3879,01/25/2023 11:00:00 PM,173.852,-6.754,,,,,
3880,01/26/2023 12:00:00 AM,173.852,-6.754,,,,,
3881,01/26/2023 01:00:00 AM,173.852,-6.754,,,,,
3882,01/26/2023 02:00:00 AM,173.852,-6.754,,,,,
3883,01/26/2023 03:00:00 AM,173.852,-6.754,,,,,
3884,01/26/2023 04:00:00 AM,173.852,-6.754,,,,,
3885,01/26/2023 05:00:00 AM,173.852,-6.754,,,,,
3886,01/26/2023 06:00:00 AM,173.852,-6.754,,,,,
3887,01/26/2023 07:00:00 AM,173.852,-6.754,,,,,
3888,01/26/2023 08:00:00 AM,173.852,-6.754,,,,,
3889,01/26/2023 09:00:00 AM,173.852,-6.754,,,,,
3890,01/26/2023 10:00:00 AM,173.852,-6.754,,,,,
3891,01/26/2023 11:00:00 AM,173.852,-6.754,,,,,
3892,01/26/2023 12:00:00 PM,173.852,-6.754,,,,,
3893,01/26/2023 01:00:00 PM,173.852,-6.754,,,,,
3894,01/26/2023 02:00:00 PM,173.852,-6.754,,,,,
3895,01/26/2023 03:00:00 PM,173.852,-6.754,,,,,
3896,01/26/2023 04:00:00 PM,173.852,-6.754,,,,,
3897,01/26/2023 05:00:00 PM,173.852,-6.754,,,,,
3898,01/26/2023 06:00:00 PM,173.852,-6.754,,,,,
3899,01/26/2023 07:00:00 PM,173.852,-6.754,,,,,
3900,01/26/2023 08:00:00 PM,173.852,-6.754,,,,,
3901,01/26/2023 09:00:00 PM,173.852,-6.754,,,,,
3902,01/26/2023 10:00:00 PM,173.852,-6.754,,,,,
3903,01/26/2023 11:00:00 PM,173.852,-6.754,,,,,
3904,01/27/2023 12:00:00 AM,173.863,-6.626,,,,,
3905,01/27/2023 01:00:00 AM,173.863,-6.626,,,,,
3906,01/27/2023 02:00:00 AM,173.863,-6.626,,,,,
3907,01/27/2023 03:00:00 AM,173.863,-6.626,,,,,
3908,01/27/2023 04:00:00 AM,173.863,-6.626,,,,,
3909,01/27/2023 05:00:00 AM,173.873,-6.626,,,,,
3910,01/27/2023 06:00:00 AM,173.873,-6.626,,,,,
3911,01/27/2023 07:00:00 AM,173.873,-6.626,,,,,
3912,01/27/2023 08:00:00 AM,173.884,-6.499,,,,,
3913,01/27/2023 09:00:00 AM,173.884,-6.499,,,,,
3914,01/27/2023 10:00:00 AM,173.884,-6.499,,,,,
3915,01/27/2023 11:00:00 AM,173.884,-6.499,,,,,
3916,01/27/2023 12:00:00 PM,173.884,-6.499,,,,,
3917,01/27/2023 01:00:00 PM,173.884,-6.499,,,,,
3918,01/27/2023 02:00:00 PM,173.873,-6.626,,,,,
3919,01/27/2023 03:00:00 PM,173.873,-6.626,,,,,
3920,01/27/2023 04:00:00 PM,173.873,-6.626,,,,,
3921,01/27/2023 05:00:00 PM,173.873,-6.626,,,,,
3922,01/27/2023 06:00:00 PM,173.873,-6.626,,,,,
3923,01/27/2023 07:00:00 PM,173.873,-6.626,,,,,
3924,01/27/2023 08:00:00 PM,173.873,-6.626,,,,,
3925,01/27/2023 09:00:00 PM,173.873,-6.626,,,,,
3926,01/27/2023 10:00:00 PM,173.873,-6.626,,,,,
3927,01/27/2023 11:00:00 PM,173.884,-6.499,,,,,
3928,01/28/2023 12:00:00 AM,173.884,-6.499,,,,,
3929,01/28/2023 01:00:00 AM,173.884,-6.499,,,,,
3930,01/28/2023 02:00:00 AM,173.884,-6.499,,,,,
3931,01/28/2023 03:00:00 AM,173.884,-6.499,,,,,
3932,01/28/2023 04:00:00 AM,173.884,-6.499,,,,,
3933,01/28/2023 05:00:00 AM,173.884,-6.499,,,,,
3934,01/28/2023 06:00:00 AM,173.884,-6.499,,,,,
3935,01/28/2023 07:00:00 AM,173.884,-6.499,,,,,
3936,01/28/2023 08:00:00 AM,173.873,-6.626,,,,,
3937,01/28/2023 09:00:00 AM,173.873,-6.626,,,,,
3938,01/28/2023 10:00:00 AM,173.873,-6.626,,,,,
3939,01/28/2023 11:00:00 AM,173.873,-6.626,,,,,
3940,01/28/2023 12:00:00 PM,173.873,-6.626,,,,,
3941,01/28/2023 01:00:00 PM,173.873,-6.626,,,,,
3942,01/28/2023 02:00:00 PM,173.873,-6.626,,,,,
3943,01/28/2023 03:00:00 PM,173.873,-6.626,,,,,
3944,01/28/2023 04:00:00 PM,173.873,-6.626,,,,,
3945,01/28/2023 05:00:00 PM,173.873,-6.626,,,,,
3946,01/28/2023 06:00:00 PM,173.863,-6.754,,,,,
3947,01/28/2023 07:00:00 PM,173.863,-6.754,,,,,
3948,01/28/2023 08:00:00 PM,173.863,-6.754,,,,,
3949,01/28/2023 09:00:00 PM,173.863,-6.754,,,,,
3950,01/28/2023 10:00:00 PM,173.863,-6.754,,,,,
3951,01/28/2023 11:00:00 PM,173.863,-6.754,,,,,
3952,01/29/2023 12:00:00 AM,173.873,-6.626,,,,,
3953,01/29/2023 01:00:00 AM,173.873,-6.626,,,,,
3954,01/29/2023 02:00:00 AM,173.873,-6.626,,,,,
3955,01/29/2023 03:00:00 AM,173.873,-6.626,,,,,
3956,01/29/2023 04:00:00 AM,173.873,-6.626,,,,,
3957,01/29/2023 05:00:00 AM,173.873,-6.626,,,,,
3958,01/29/2023 06:00:00 AM,173.873,-6.626,,,,,
3959,01/29/2023 07:00:00 AM,173.873,-6.626,,,,,
3960,01/29/2023 08:00:00 AM,173.873,-6.626,,,,,
3961,01/29/2023 09:00:00 AM,173.873,-6.626,,,,,
3962,01/29/2023 10:00:00 AM,173.873,-6.626,,,,,
3963,01/29/2023 11:00:00 AM,173.873,-6.626,,,,,
3964,01/29/2023 12:00:00 PM,173.873,-6.626,,,,,
3965,01/29/2023 01:00:00 PM,173.873,-6.626,,,,,
3966,01/29/2023 02:00:00 PM,173.873,-6.626,,,,,
3967,01/29/2023 03:00:00 PM,173.873,-6.626,,,,,
3968,01/29/2023 04:00:00 PM,173.873,-6.626,,,,,
3969,01/29/2023 05:00:00 PM,173.873,-6.626,,,,,
3970,01/29/2023 06:00:00 PM,173.884,-6.499,,,,,
3971,01/29/2023 07:00:00 PM,173.906,-6.246,,,,,
3972,01/29/2023 08:00:00 PM,173.927,-5.995,,,,,
3973,01/29/2023 09:00:00 PM,173.927,-5.995,,,,,
3974,01/29/2023 10:00:00 PM,173.938,-5.870,,,,,
3975,01/29/2023 11:00:00 PM,173.949,-5.870,,,,,
3976,01/30/2023 12:00:00 AM,173.960,-5.745,,,,,
3977,01/30/2023 01:00:00 AM,173.960,-5.745,,,,,
3978,01/30/2023 02:00:00 AM,173.960,-5.745,,,,,
3979,01/30/2023 03:00:00 AM,173.960,-5.745,,,,,
3980,01/30/2023 04:00:00 AM,173.960,-5.745,,,,,
3981,01/30/2023 05:00:00 AM,173.960,-5.745,,,,,
3982,01/30/2023 06:00:00 AM,173.960,-5.745,,,,,
3983,01/30/2023 07:00:00 AM,173.960,-5.745,,,,,
3984,01/30/2023 08:00:00 AM,173.960,-5.745,,,,,
3985,01/30/2023 09:00:00 AM,173.960,-5.745,,,,,
3986,01/30/2023 10:00:00 AM,173.960,-5.745,,,,,
3987,01/30/2023 11:00:00 AM,173.960,-5.745,,,,,
3988,01/30/2023 12:00:00 PM,173.960,-5.745,,,,,
3989,01/30/2023 01:00:00 PM,173.960,-5.745,,,,,
3990,01/30/2023 02:00:00 PM,173.960,-5.745,,,,,
3991,01/30/2023 03:00:00 PM,173.960,-5.745,,,,,
3992,01/30/2023 04:00:00 PM,173.960,-5.745,,,,,
3993,01/30/2023 05:00:00 PM,173.949,-5.870,,,,,
3994,01/30/2023 06:00:00 PM,173.949,-5.870,,,,,
3995,01/30/2023 07:00:00 PM,173.949,-5.870,,,,,
3996,01/30/2023 08:00:00 PM,173.949,-5.870,,,,,
3997,01/30/2023 09:00:00 PM,173.949,-5.870,,,,,
3998,01/30/2023 10:00:00 PM,173.960,-5.745,,,,,
3999,01/30/2023 11:00:00 PM,173.960,-5.745,,,,,
4000,01/31/2023 12:00:00 AM,173.970,-5.745,,,,,
4001,01/31/2023 01:00:00 AM,173.970,-5.745,,,,,
4002,01/31/2023 02:00:00 AM,173.970,-5.745,,,,,
4003,01/31/2023 03:00:00 AM,173.970,-5.745,,,,,
