date,level,water_temperature,atmo,atmo_temperature,wl_clean
2022-08-17 09:00:00,NA,17.284,64.941,7.782,NA
2022-08-17 10:00:00,NA,12.594,64.918,5.141,NA
2022-08-17 11:00:00,67.966,2.624,64.904,5.347,3.062
2022-08-17 12:00:00,68.192,3.155,64.943,6.064,3.249
2022-08-17 13:00:00,68.876,2.943,64.93,7.179,3.946
2022-08-17 14:00:00,69.85,2.41,64.93,8.082,4.91999999999999
2022-08-17 15:00:00,70.643,1.98,64.945,8.481,5.69800000000001
2022-08-17 16:00:00,70.715,1.872,64.944,9.077,5.771
2022-08-17 17:00:00,70.87,1.439,65.022,10.944,5.848
2022-08-17 18:00:00,69.359,1.221,65.014,9.768,4.345
2022-08-17 19:00:00,68.818,1.221,65.047,9.768,3.771
2022-08-17 20:00:00,68.584,0.784,65.13,8.978,3.45400000000001
2022-08-17 21:00:00,68.364,0.674,65.12,8.082,3.244
2022-08-17 22:00:00,68.266,0.674,65.127,7.682,3.13900000000001
2022-08-17 23:00:00,68.158,0.674,65.075,7.481,3.083
2022-08-18 00:00:00,68.154,0.563,65.045,6.978,3.10899999999999
2022-08-18 01:00:00,68.03,0.453,65.007,6.573,3.023
2022-08-18 02:00:00,67.976,0.453,64.954,6.064,3.02200000000001
2022-08-18 03:00:00,67.901,0.453,64.931,5.757,2.97
2022-08-18 04:00:00,67.896,0.343,64.93,5.45,2.96599999999999
2022-08-18 05:00:00,67.864,0.343,64.925,5.037,2.93900000000001
2022-08-18 06:00:00,67.875,0.343,64.913,4.727,2.962
2022-08-18 07:00:00,67.918,0.343,64.927,4.519,2.991
2022-08-18 08:00:00,67.916,0.563,64.949,4.519,2.967
2022-08-18 09:00:00,67.94,1.439,64.944,4.934,2.996
2022-08-18 10:00:00,67.888,2.303,64.972,5.655,2.91600000000001
2022-08-18 11:00:00,68.863,2.624,64.974,6.877,3.889
2022-08-18 12:00:00,70.477,2.41,64.945,8.481,5.53200000000001
2022-08-18 13:00:00,70.691,2.088,64.917,9.866,5.774
2022-08-18 14:00:00,69.763,1.33,64.846,9.768,4.917
2022-08-18 15:00:00,69.168,2.41,64.872,11.139,4.29600000000001
2022-08-18 16:00:00,70.542,1.872,64.855,11.625,5.687
2022-08-18 17:00:00,69.514,1.33,64.849,11.431,4.66499999999999
2022-08-18 18:00:00,68.762,1.439,64.849,11.431,3.913
2022-08-18 19:00:00,68.656,1.221,64.869,11.041,3.78700000000001
2022-08-18 20:00:00,68.334,1.003,64.927,10.455,3.407
2022-08-18 21:00:00,68.135,0.893,64.943,9.965,3.19200000000001
2022-08-18 22:00:00,68.044,0.784,64.922,9.373,3.122
2022-08-18 23:00:00,67.953,0.674,64.878,8.779,3.075
2022-08-19 00:00:00,67.862,0.563,64.848,8.282,3.014
2022-08-19 01:00:00,67.851,0.563,64.826,7.682,3.02500000000001
2022-08-19 02:00:00,67.765,0.563,64.815,7.381,2.95
2022-08-19 03:00:00,67.776,0.563,64.8,6.978,2.976
2022-08-19 04:00:00,67.749,0.453,64.796,6.573,2.95299999999999
2022-08-19 05:00:00,67.717,0.453,64.791,6.166,2.926
2022-08-19 06:00:00,67.669,0.343,64.768,5.86,2.901
2022-08-19 07:00:00,67.691,0.343,64.791,5.86,2.90000000000001
2022-08-19 08:00:00,67.711,0.563,64.802,5.86,2.90899999999999
2022-08-19 09:00:00,67.735,1.439,64.821,6.37,2.914
2022-08-19 10:00:00,67.882,2.41,64.841,7.179,3.04100000000001
2022-08-19 11:00:00,69.287,2.41,64.823,8.182,4.46400000000001
2022-08-19 12:00:00,69.804,2.088,64.802,9.472,5.002
2022-08-19 13:00:00,70.525,2.517,64.811,10.651,5.714
2022-08-19 14:00:00,71.162,1.98,64.808,11.528,6.354
2022-08-19 15:00:00,70.414,2.195,64.77,12.401,5.64400000000001
2022-08-19 16:00:00,70.317,2.195,64.777,13.269,5.53999999999999
2022-08-19 17:00:00,70.857,1.656,64.777,14.325,6.08
2022-08-19 18:00:00,70.066,1.33,64.791,13.365,5.27500000000001
2022-08-19 19:00:00,69.099,1.221,64.793,13.076,4.306
2022-08-19 20:00:00,68.528,1.003,64.788,12.594,3.74000000000001
2022-08-19 21:00:00,68.167,0.893,64.829,11.819,3.33800000000001
2022-08-19 22:00:00,67.903,0.784,64.791,11.041,3.11200000000001
2022-08-19 23:00:00,67.882,0.784,64.765,9.669,3.117
2022-08-20 00:00:00,67.877,0.674,64.729,8.978,3.148
2022-08-20 01:00:00,67.743,0.563,64.733,8.481,3.00999999999999
2022-08-20 02:00:00,67.695,0.453,64.67,7.682,3.02499999999999
2022-08-20 03:00:00,67.62,0.453,64.67,7.079,2.95
2022-08-20 04:00:00,67.609,0.453,64.651,6.877,2.958
2022-08-20 05:00:00,67.544,0.453,64.591,6.471,2.953
2022-08-20 06:00:00,67.507,0.343,64.601,5.86,2.90600000000001
2022-08-20 07:00:00,67.507,0.343,64.585,5.45,2.92200000000001
2022-08-20 08:00:00,67.501,0.453,64.578,5.552,2.923
2022-08-20 09:00:00,67.521,1.221,64.58,6.166,2.941
2022-08-20 10:00:00,67.573,1.98,64.581,7.079,2.99199999999999
2022-08-20 11:00:00,68.636,2.624,64.6,8.182,4.036
2022-08-20 12:00:00,70.09,2.195,64.598,9.669,5.492
2022-08-20 13:00:00,70.734,2.088,64.568,11.041,6.166
2022-08-20 14:00:00,71.173,1.98,64.548,12.11,6.625
2022-08-20 15:00:00,70.92,1.872,64.528,12.497,6.392
2022-08-20 16:00:00,70.546,1.439,64.521,12.304,6.02500000000001
2022-08-20 17:00:00,69.893,1.33,64.521,12.304,5.372
2022-08-20 18:00:00,68.678,1.221,64.515,11.139,4.163
2022-08-20 19:00:00,68.074,1.003,64.511,10.063,3.563
2022-08-20 20:00:00,67.856,0.674,64.555,8.779,3.30099999999999
2022-08-20 21:00:00,67.739,0.453,64.592,7.682,3.14700000000001
2022-08-20 22:00:00,67.609,0.453,64.588,6.978,3.021
2022-08-20 23:00:00,67.551,0.343,64.572,6.268,2.979
2022-08-21 00:00:00,67.551,0.343,64.575,5.757,2.976
2022-08-21 01:00:00,67.551,0.343,64.549,5.655,3.002
2022-08-21 02:00:00,67.46,0.232,64.533,5.244,2.92699999999999
2022-08-21 03:00:00,67.449,0.232,64.51,4.934,2.93899999999999
2022-08-21 04:00:00,67.438,0.232,64.493,4.519,2.94500000000001
2022-08-21 05:00:00,67.47,0.232,64.51,4.102,2.95999999999999
2022-08-21 06:00:00,67.416,0.232,64.511,3.578,2.905
2022-08-21 07:00:00,67.47,0.232,64.549,3.683,2.92099999999999
2022-08-21 08:00:00,67.497,0.343,64.561,3.998,2.93599999999999
2022-08-21 09:00:00,67.545,1.003,64.568,4.727,2.977
2022-08-21 10:00:00,67.499,1.764,64.601,5.86,2.898
2022-08-21 11:00:00,67.56,2.195,64.618,6.877,2.94200000000001
2022-08-21 12:00:00,67.76,2.624,64.592,8.282,3.16800000000001
2022-08-21 13:00:00,68.14,2.943,64.602,9.472,3.538
2022-08-21 14:00:00,68.893,2.837,64.629,10.553,4.264
2022-08-21 15:00:00,68.837,2.517,64.651,10.553,4.18600000000001
2022-08-21 16:00:00,69.043,2.517,64.606,10.553,4.43700000000001
2022-08-21 17:00:00,69.579,1.872,64.646,13.365,4.93299999999999
2022-08-21 18:00:00,68.941,1.33,64.597,11.236,4.34400000000001
2022-08-21 19:00:00,68.502,0.893,64.613,9.472,3.889
2022-08-21 20:00:00,68.111,0.563,64.626,7.983,3.485
2022-08-21 21:00:00,67.933,0.453,64.673,6.877,3.26000000000001
2022-08-21 22:00:00,67.756,0.343,64.717,6.268,3.039
2022-08-21 23:00:00,67.73,0.232,64.686,5.45,3.044
2022-08-22 00:00:00,67.687,0.232,64.688,4.934,2.999
2022-08-22 01:00:00,67.682,0.121,64.671,4.519,3.011
2022-08-22 02:00:00,67.628,0.121,64.643,4.102,2.985
2022-08-22 03:00:00,67.65,0.121,64.662,3.998,2.988
2022-08-22 04:00:00,67.552,0.121,64.671,3.683,2.881
2022-08-22 05:00:00,67.639,0.121,64.669,3.367,2.97
2022-08-22 06:00:00,67.65,0.121,64.703,3.367,2.947
2022-08-22 07:00:00,67.628,0.121,64.732,3.261,2.896
2022-08-22 08:00:00,67.697,0.232,64.754,3.261,2.943
2022-08-22 09:00:00,67.746,0.893,64.771,3.683,2.97499999999999
2022-08-22 10:00:00,67.785,1.33,64.801,4.415,2.98399999999999
2022-08-22 11:00:00,67.797,2.195,64.808,5.45,2.98899999999999
2022-08-22 12:00:00,69.11,2.303,64.796,6.573,4.31399999999999
2022-08-22 13:00:00,70.691,2.088,64.797,7.782,5.89400000000001
2022-08-22 14:00:00,71.072,1.872,64.811,9.077,6.261
2022-08-22 15:00:00,71.063,1.656,64.772,9.866,6.291
2022-08-22 16:00:00,70.749,1.656,64.803,10.748,5.946
2022-08-22 17:00:00,70.156,1.439,64.886,13.558,5.27000000000001
2022-08-22 18:00:00,69.008,1.112,64.877,12.594,4.131
2022-08-22 19:00:00,68.47,0.893,64.898,12.207,3.572
2022-08-22 20:00:00,68.18,0.674,64.927,11.431,3.253
2022-08-22 21:00:00,68.05,0.674,64.978,10.651,3.072
2022-08-22 22:00:00,67.856,0.674,64.932,9.965,2.92399999999999
2022-08-22 23:00:00,67.856,0.674,64.914,9.472,2.94199999999999
2022-08-23 00:00:00,67.769,0.674,64.914,9.176,2.855
2022-08-23 01:00:00,67.823,0.674,64.893,8.879,2.92999999999999
2022-08-23 02:00:00,67.64,0.674,64.852,8.382,2.788
2022-08-23 03:00:00,67.694,0.674,64.897,7.481,2.797
2022-08-23 04:00:00,67.661,0.674,64.844,6.978,2.81700000000001
2022-08-23 05:00:00,67.776,0.563,64.904,6.775,2.872
2022-08-23 06:00:00,67.808,0.563,64.999,6.064,2.80900000000001
2022-08-23 07:00:00,67.797,0.563,64.953,5.45,2.84399999999999
2022-08-23 08:00:00,67.769,0.674,64.977,4.934,2.792
2022-08-23 09:00:00,67.767,0.893,64.984,4.831,2.783
2022-08-23 10:00:00,67.836,1.003,65.031,4.623,2.80499999999999
2022-08-23 11:00:00,67.804,1.548,65.023,5.244,2.78100000000001
2022-08-23 12:00:00,67.884,2.195,65.007,6.268,2.877
2022-08-23 13:00:00,68.251,2.73,64.989,7.28,3.262
2022-08-23 14:00:00,69.863,2.195,64.997,8.082,4.866
2022-08-23 15:00:00,70.544,2.195,64.959,9.176,5.58499999999999
2022-08-23 16:00:00,70.185,1.872,64.983,10.161,5.202
2022-08-23 17:00:00,69.931,1.221,65.036,9.768,4.895
2022-08-23 18:00:00,69.227,1.439,65.046,10.357,4.181
2022-08-23 19:00:00,68.987,1.112,65.06,10.455,3.92699999999999
2022-08-23 20:00:00,68.47,0.893,65.087,10.259,3.383
2022-08-23 21:00:00,68.266,0.674,65.115,9.472,3.15100000000001
2022-08-23 22:00:00,68.126,0.674,65.119,8.978,3.00700000000001
2022-08-23 23:00:00,68.057,0.563,65.153,8.382,2.904
2022-08-24 00:00:00,68.024,0.563,65.131,7.782,2.893
2022-08-24 01:00:00,67.955,0.453,65.112,7.28,2.843
2022-08-24 02:00:00,67.944,0.453,65.093,6.775,2.851
2022-08-24 03:00:00,67.933,0.453,65.089,6.37,2.84400000000001
2022-08-24 04:00:00,67.799,0.343,65.062,5.962,2.73700000000001
2022-08-24 05:00:00,67.864,0.343,65.072,5.655,2.792
2022-08-24 06:00:00,67.885,0.343,65.097,5.45,2.78800000000001
2022-08-24 07:00:00,67.879,0.453,65.116,5.347,2.76300000000001
2022-08-24 08:00:00,67.845,0.674,65.094,5.655,2.751
2022-08-24 09:00:00,67.841,1.112,65.076,5.757,2.765
2022-08-24 10:00:00,67.882,1.872,65.085,6.573,2.79700000000001
2022-08-24 11:00:00,68.323,2.624,65.071,7.381,3.252
2022-08-24 12:00:00,69.843,1.98,65.064,8.68,4.77900000000001
2022-08-24 13:00:00,70.514,1.98,65.01,9.965,5.50399999999999
2022-08-24 14:00:00,70.319,1.439,65.024,10.357,5.295
2022-08-24 15:00:00,69.287,1.33,65.039,10.161,4.248
2022-08-24 16:00:00,69.166,1.548,65.017,9.866,4.149
2022-08-24 17:00:00,68.991,1.221,65.041,9.275,3.95
2022-08-24 18:00:00,68.699,1.221,65.052,9.275,3.64699999999999
2022-08-24 19:00:00,68.5,1.112,65.071,8.879,3.429
2022-08-24 20:00:00,68.355,1.003,65.09,8.182,3.265
2022-08-24 21:00:00,68.167,0.893,65.105,7.983,3.062
2022-08-24 22:00:00,68.102,0.893,65.116,7.983,2.986
2022-08-24 23:00:00,68.059,0.893,65.083,7.983,2.976
2022-08-25 00:00:00,68.027,0.893,65.075,7.782,2.952
2022-08-25 01:00:00,67.973,0.893,65.034,7.582,2.93899999999999
2022-08-25 02:00:00,67.865,0.893,65.008,7.179,2.857
2022-08-25 03:00:00,67.854,0.893,64.966,6.37,2.88800000000001
2022-08-25 04:00:00,67.843,0.893,64.996,6.268,2.84700000000001
2022-08-25 05:00:00,67.828,0.784,64.98,5.86,2.848
2022-08-25 06:00:00,67.76,0.453,64.957,5.552,2.80300000000001
2022-08-25 07:00:00,67.726,0.674,64.938,5.347,2.788
2022-08-25 08:00:00,67.832,0.893,64.941,5.141,2.89099999999999
2022-08-25 09:00:00,67.761,1.003,64.934,5.244,2.827
2022-08-25 10:00:00,67.813,1.221,64.949,5.347,2.864
2022-08-25 11:00:00,67.847,1.548,64.957,5.552,2.89
2022-08-25 12:00:00,67.884,1.656,64.938,5.655,2.946
2022-08-25 13:00:00,67.951,1.98,64.917,5.962,3.03399999999999
2022-08-25 14:00:00,67.947,1.872,64.906,5.962,3.041
2022-08-25 15:00:00,68.027,1.98,64.858,6.166,3.169
2022-08-25 16:00:00,68.275,1.98,64.94,6.268,3.33500000000001
2022-08-25 17:00:00,68.258,1.548,64.914,6.166,3.34399999999999
2022-08-25 18:00:00,68.202,1.221,64.961,5.962,3.241
2022-08-25 19:00:00,68.074,1.003,64.987,5.757,3.087
2022-08-25 20:00:00,68.081,0.893,65.039,5.655,3.042
2022-08-25 21:00:00,68.005,0.893,65.042,5.45,2.96299999999999
2022-08-25 22:00:00,67.979,0.784,65.023,5.244,2.956
2022-08-25 23:00:00,67.888,0.674,65.029,4.831,2.85900000000001
2022-08-26 00:00:00,67.823,0.674,64.935,4.727,2.88799999999999
2022-08-26 01:00:00,67.812,0.674,64.979,4.415,2.833
2022-08-26 02:00:00,67.726,0.674,64.93,4.311,2.79599999999999
2022-08-26 03:00:00,67.683,0.674,64.899,4.102,2.78400000000001
2022-08-26 04:00:00,67.722,0.563,64.873,3.998,2.84899999999999
2022-08-26 05:00:00,67.7,0.563,64.831,3.788,2.869
2022-08-26 06:00:00,67.743,0.563,64.878,3.578,2.86499999999999
2022-08-26 07:00:00,67.722,0.563,64.889,3.578,2.833
2022-08-26 08:00:00,67.704,0.674,64.9,3.578,2.80399999999999
2022-08-26 09:00:00,67.767,0.893,64.916,3.683,2.851
2022-08-26 10:00:00,67.711,1.656,64.937,4.207,2.774
2022-08-26 11:00:00,67.968,2.41,64.952,5.141,3.01600000000001
2022-08-26 12:00:00,68.567,2.517,64.932,6.064,3.63499999999999
2022-08-26 13:00:00,68.695,1.656,64.91,6.064,3.785
2022-08-26 14:00:00,68.442,1.548,64.91,6.064,3.532
2022-08-26 15:00:00,68.946,2.517,64.893,7.079,4.053
2022-08-26 16:00:00,68.876,1.33,64.919,6.877,3.95700000000001
2022-08-26 17:00:00,68.639,1.33,65.026,6.775,3.613
2022-08-26 18:00:00,68.357,0.784,65.055,6.37,3.30199999999999
2022-08-26 19:00:00,68.177,0.343,65.087,5.757,3.09
2022-08-26 20:00:00,68.121,0.563,65.078,5.244,3.04299999999999
2022-08-26 21:00:00,68.128,0.453,65.102,4.727,3.026
2022-08-26 22:00:00,68.02,0.453,65.112,4.415,2.908
2022-08-26 23:00:00,68.02,0.453,65.104,4.207,2.916
2022-08-27 00:00:00,68.026,0.343,65.127,3.683,2.899
2022-08-27 01:00:00,67.912,0.453,65.081,3.367,2.831
2022-08-27 02:00:00,67.89,0.453,65.025,3.367,2.86499999999999
2022-08-27 03:00:00,67.859,0.232,64.999,2.73,2.86
2022-08-27 04:00:00,67.747,0.121,64.999,2.195,2.748
2022-08-27 05:00:00,67.768,0.121,65.008,1.872,2.76000000000001
2022-08-27 06:00:00,67.801,0.121,65.008,1.33,2.79300000000001
2022-08-27 07:00:00,67.812,0.121,65.038,1.003,2.774
2022-08-27 08:00:00,67.768,0.121,65.033,0.893,2.735
2022-08-27 09:00:00,67.856,0.674,65.041,1.33,2.815
2022-08-27 10:00:00,67.86,1.33,65.043,1.656,2.81699999999999
2022-08-27 11:00:00,67.815,2.088,65.026,2.303,2.789
2022-08-27 12:00:00,67.877,2.837,64.995,3.155,2.88199999999999
2022-08-27 13:00:00,67.912,3.472,64.983,4.519,2.929
2022-08-27 14:00:00,67.908,3.367,64.99,5.552,2.91800000000001
2022-08-27 15:00:00,68.176,3.578,64.967,6.674,3.209
2022-08-27 16:00:00,68.611,3.367,64.953,7.782,3.658
2022-08-27 17:00:00,68.777,2.624,65.052,12.497,3.72499999999999
2022-08-27 18:00:00,68.701,2.088,65.026,10.748,3.675
2022-08-27 19:00:00,68.453,1.548,65.061,10.161,3.392
2022-08-27 20:00:00,68.301,1.003,65.112,9.077,3.18900000000001
2022-08-27 21:00:00,68.206,0.784,65.153,8.082,3.053
2022-08-27 22:00:00,68.093,0.674,65.164,7.481,2.929
2022-08-27 23:00:00,68.089,0.563,65.149,6.775,2.94
2022-08-28 00:00:00,68.041,0.453,65.148,6.166,2.893
2022-08-28 01:00:00,67.933,0.453,65.113,5.552,2.82000000000001
2022-08-28 02:00:00,67.821,0.343,65.07,5.037,2.751
2022-08-28 03:00:00,67.853,0.343,65.05,4.519,2.803
2022-08-28 04:00:00,67.821,0.343,65.055,4.102,2.76599999999999
2022-08-28 05:00:00,67.795,0.232,65.027,3.683,2.768
2022-08-28 06:00:00,67.751,0.232,65.021,3.261,2.73
2022-08-28 07:00:00,67.816,0.232,65.03,2.943,2.786
2022-08-28 08:00:00,67.784,0.232,65.053,2.943,2.73100000000001
2022-08-28 09:00:00,67.849,0.784,65.07,3.367,2.77900000000001
2022-08-28 10:00:00,67.811,1.439,65.058,3.893,2.753
2022-08-28 11:00:00,67.83,2.195,65.069,4.727,2.761
2022-08-28 12:00:00,67.924,2.943,65.015,5.347,2.90900000000001
2022-08-28 13:00:00,68.373,3.367,64.999,6.37,3.37400000000001
2022-08-28 14:00:00,68.938,3.155,65.012,7.882,3.926
2022-08-28 15:00:00,69.328,2.624,64.967,8.779,4.361
2022-08-28 16:00:00,69.543,2.303,64.988,9.669,4.55500000000001
2022-08-28 17:00:00,69.27,1.98,65.098,14.23,4.172
2022-08-28 18:00:00,68.855,1.33,65.056,11.625,3.79900000000001
2022-08-28 19:00:00,68.459,0.893,65.083,10.455,3.376
2022-08-28 20:00:00,68.303,0.784,65.125,9.768,3.178
2022-08-28 21:00:00,68.126,0.674,65.16,8.879,2.96600000000001
2022-08-28 22:00:00,68.061,0.674,65.164,8.382,2.89700000000001
2022-08-28 23:00:00,68.02,0.453,65.146,7.582,2.874
2022-08-29 00:00:00,67.933,0.453,65.137,6.775,2.79600000000001
2022-08-29 01:00:00,67.896,0.343,65.129,6.268,2.767
2022-08-29 02:00:00,67.885,0.343,65.109,5.757,2.77600000000001
2022-08-29 03:00:00,67.831,0.343,65.116,5.347,2.715
2022-08-29 04:00:00,67.842,0.343,65.092,5.037,2.75
2022-08-29 05:00:00,67.879,0.453,65.095,4.831,2.78400000000001
2022-08-29 06:00:00,67.799,0.343,65.083,4.519,2.71600000000001
2022-08-29 07:00:00,67.864,0.343,65.126,4.207,2.738
2022-08-29 08:00:00,67.879,0.453,65.112,4.415,2.76700000000001
2022-08-29 09:00:00,67.858,1.003,65.098,4.623,2.76000000000001
2022-08-29 10:00:00,67.873,1.656,65.108,5.141,2.765
2022-08-29 11:00:00,67.899,1.764,65.121,5.757,2.77800000000001
2022-08-29 12:00:00,68.243,1.98,65.111,6.37,3.13199999999999
2022-08-29 13:00:00,68.593,2.088,65.086,7.179,3.50700000000001
2022-08-29 14:00:00,69.454,1.439,65.023,7.28,4.431
2022-08-29 15:00:00,69.224,1.112,65.136,6.166,4.08800000000001
2022-08-29 16:00:00,68.463,1.003,65.136,4.727,3.327
2022-08-29 17:00:00,68.366,1.003,65.176,4.623,3.19
2022-08-29 18:00:00,68.306,1.112,65.19,5.244,3.116
2022-08-29 19:00:00,68.21,0.893,65.217,5.655,2.99299999999999
2022-08-29 20:00:00,68.26,0.784,65.291,5.552,2.96900000000001
2022-08-29 21:00:00,68.245,0.674,65.326,5.037,2.91900000000001
2022-08-29 22:00:00,68.143,0.563,65.314,4.727,2.82900000000001
2022-08-29 23:00:00,68.139,0.453,65.29,4.415,2.84899999999999
2022-08-30 00:00:00,68.084,0.453,65.285,3.998,2.79900000000001
2022-08-30 01:00:00,68.004,0.343,65.256,3.578,2.748
2022-08-30 02:00:00,67.935,0.232,65.184,3.155,2.751
2022-08-30 03:00:00,67.924,0.232,65.193,2.837,2.73100000000001
2022-08-30 04:00:00,67.935,0.232,65.157,2.517,2.77800000000001
2022-08-30 05:00:00,67.881,0.232,65.182,2.303,2.699
2022-08-30 06:00:00,67.909,0.121,65.191,1.98,2.718
2022-08-30 07:00:00,67.909,0.121,65.215,1.764,2.694
2022-08-30 08:00:00,67.924,0.232,65.23,1.872,2.694
2022-08-30 09:00:00,67.947,0.784,65.244,2.195,2.703
2022-08-30 10:00:00,67.984,1.439,65.259,2.837,2.72499999999999
2022-08-30 11:00:00,67.981,2.195,65.262,3.998,2.71899999999999
2022-08-30 12:00:00,68.076,2.943,65.245,5.244,2.83099999999999
2022-08-30 13:00:00,68.115,2.837,65.233,6.064,2.88199999999999
2022-08-30 14:00:00,68.26,2.41,65.2,6.37,3.06
2022-08-30 15:00:00,68.327,2.195,65.16,7.079,3.167
2022-08-30 16:00:00,68.355,2.088,65.138,7.682,3.217
2022-08-30 17:00:00,68.468,1.656,65.261,7.682,3.20700000000001
2022-08-30 18:00:00,68.433,1.33,65.305,7.079,3.128
2022-08-30 19:00:00,68.306,1.112,65.345,6.37,2.961
2022-08-30 20:00:00,68.292,0.784,65.388,5.757,2.904
2022-08-30 21:00:00,68.277,0.674,65.413,5.552,2.864
2022-08-30 22:00:00,68.219,0.563,65.397,5.141,2.82199999999999
2022-08-30 23:00:00,68.117,0.453,65.328,4.519,2.789
2022-08-31 00:00:00,68.112,0.343,65.329,3.998,2.783
2022-08-31 01:00:00,68.065,0.232,65.301,3.578,2.764
2022-08-31 02:00:00,67.957,0.232,65.255,3.261,2.702
2022-08-31 03:00:00,67.946,0.232,65.248,2.837,2.69799999999999
2022-08-31 04:00:00,67.957,0.232,65.213,2.517,2.744
2022-08-31 05:00:00,67.935,0.232,65.2,2.195,2.735
2022-08-31 06:00:00,67.92,0.121,65.213,1.98,2.70700000000001
2022-08-31 07:00:00,67.957,0.232,65.191,1.98,2.76599999999999
2022-08-31 08:00:00,67.892,0.232,65.179,1.98,2.71299999999999
2022-08-31 09:00:00,67.931,0.674,65.18,2.517,2.75099999999999
2022-08-31 10:00:00,67.973,1.439,65.206,3.155,2.767
2022-08-31 11:00:00,67.938,2.195,65.184,3.998,2.754
2022-08-31 12:00:00,67.952,2.837,65.181,5.037,2.771
2022-08-31 13:00:00,68.162,2.943,65.161,5.655,3.001
2022-08-31 14:00:00,69.06,2.943,65.145,6.674,3.91500000000001
2022-08-31 15:00:00,69.229,1.764,65.119,7.179,4.11
2022-08-31 16:00:00,69.032,1.439,65.138,7.381,3.89399999999999
2022-08-31 17:00:00,68.779,1.872,65.251,11.431,3.52799999999999
2022-08-31 18:00:00,68.727,1.656,65.25,10.455,3.477
2022-08-31 19:00:00,68.604,1.003,65.271,9.176,3.333
2022-08-31 20:00:00,68.407,0.674,65.313,8.182,3.09399999999999
2022-08-31 21:00:00,68.344,0.453,65.346,7.28,2.99799999999999
2022-08-31 22:00:00,68.188,0.343,65.337,6.166,2.851
2022-08-31 23:00:00,68.091,0.343,65.309,5.45,2.782
2022-09-01 00:00:00,68.043,0.232,65.296,4.831,2.747
2022-09-01 01:00:00,68.032,0.232,65.271,4.207,2.761
2022-09-01 02:00:00,67.978,0.232,65.234,3.578,2.744
2022-09-01 03:00:00,67.946,0.232,65.217,3.155,2.729
2022-09-01 04:00:00,67.909,0.121,65.222,2.73,2.68700000000001
2022-09-01 05:00:00,67.844,0.121,65.208,2.41,2.636
2022-09-01 06:00:00,67.931,0.121,65.206,2.088,2.72499999999999
2022-09-01 07:00:00,67.898,0.121,65.248,1.764,2.64999999999999
2022-09-01 08:00:00,67.92,0.121,65.237,1.764,2.68300000000001
2022-09-01 09:00:00,67.91,0.674,65.26,2.303,2.64999999999999
2022-09-01 10:00:00,68.018,1.221,65.273,3.155,2.745
2022-09-01 11:00:00,67.997,1.764,65.278,4.102,2.71899999999999
2022-09-01 12:00:00,68.303,2.41,65.256,5.244,3.047
2022-09-01 13:00:00,69.132,2.303,65.237,6.166,3.89500000000001
2022-09-01 14:00:00,69.463,2.195,65.25,7.381,4.21299999999999
2022-09-01 15:00:00,69.964,1.764,65.201,7.882,4.76300000000001
2022-09-01 16:00:00,69.603,1.112,65.294,7.682,4.309
2022-09-01 17:00:00,68.909,1.33,65.313,8.182,3.596
2022-09-01 18:00:00,69.008,1.112,65.339,8.282,3.669
2022-09-01 19:00:00,68.794,0.893,65.395,8.282,3.399
2022-09-01 20:00:00,68.564,0.563,65.42,7.481,3.14399999999999
2022-09-01 21:00:00,68.43,0.453,65.483,6.775,2.947
2022-09-01 22:00:00,68.355,0.453,65.463,5.962,2.89200000000001
2022-09-01 23:00:00,68.274,0.343,65.461,5.347,2.813
2022-09-02 00:00:00,68.242,0.343,65.451,4.831,2.79100000000001
2022-09-02 01:00:00,68.173,0.232,65.446,4.415,2.727
2022-09-02 02:00:00,68.108,0.232,65.387,3.788,2.721
2022-09-02 03:00:00,68.13,0.232,65.404,3.367,2.726
2022-09-02 04:00:00,68.086,0.232,65.375,2.943,2.711
2022-09-02 05:00:00,68.071,0.121,65.384,2.624,2.687
2022-09-02 06:00:00,68.049,0.121,65.386,2.41,2.66300000000001
2022-09-02 07:00:00,68.082,0.121,65.428,2.088,2.654
2022-09-02 08:00:00,68.097,0.232,65.433,2.195,2.66399999999999
2022-09-02 09:00:00,68.13,0.784,65.444,2.73,2.68599999999999
2022-09-02 10:00:00,68.195,1.33,65.475,3.472,2.72
2022-09-02 11:00:00,68.189,1.98,65.477,4.623,2.71199999999999
2022-09-02 12:00:00,68.63,2.73,65.466,5.757,3.164
2022-09-02 13:00:00,69.865,2.517,65.446,6.978,4.419
2022-09-02 14:00:00,70.933,2.195,65.458,8.182,5.47500000000001
2022-09-02 15:00:00,71.186,1.764,65.401,9.373,5.78500000000001
2022-09-02 16:00:00,70.839,1.221,65.452,9.866,5.387
2022-09-02 17:00:00,69.626,0.893,65.468,9.373,4.158
2022-09-02 18:00:00,68.961,1.003,65.524,9.373,3.437
2022-09-02 19:00:00,68.734,1.003,65.56,9.768,3.17399999999999
2022-09-02 20:00:00,68.601,0.674,65.576,8.978,3.02500000000001
2022-09-02 21:00:00,68.543,0.563,65.614,8.182,2.929
2022-09-02 22:00:00,68.441,0.453,65.584,7.381,2.857
2022-09-02 23:00:00,68.339,0.343,65.575,6.573,2.764
2022-09-03 00:00:00,68.307,0.343,65.544,5.757,2.76300000000001
2022-09-03 01:00:00,68.216,0.232,65.55,5.347,2.666
2022-09-03 02:00:00,68.238,0.232,65.514,4.727,2.724
2022-09-03 03:00:00,68.194,0.232,65.482,4.207,2.712
