date,at_pres,at_temp,wl_press,wl_temp,wl_corr
2019-08-23 11:00:00,65.042,13.076,67.646,3.155,2.604
2019-08-23 12:00:00,65.152,9.669,67.88,1.439,2.72799999999999
2019-08-23 13:00:00,65.168,8.382,67.924,1.656,2.756
2019-08-23 14:00:00,65.193,8.082,67.925,1.221,2.732
2019-08-23 15:00:00,65.285,6.978,67.977,0.343,2.69200000000001
2019-08-23 16:00:00,65.274,6.37,68.025,0.232,2.751
2019-08-23 17:00:00,65.305,5.86,67.98,0.453,2.675
2019-08-23 18:00:00,65.271,5.655,67.865,0.453,2.59399999999999
2019-08-23 19:00:00,65.253,5.244,67.903,0.453,2.65000000000001
2019-08-23 20:00:00,65.242,5.244,67.798,0.343,2.556
2019-08-23 21:00:00,65.22,5.141,67.733,0.343,2.51300000000001
2019-08-23 22:00:00,65.226,4.934,67.737,0.453,2.511
2019-08-23 23:00:00,65.204,4.831,67.749,0.453,2.545
2019-08-24 00:00:00,65.223,4.727,67.621,0.453,2.398
2019-08-24 01:00:00,65.188,4.519,67.647,0.453,2.459
2019-08-24 02:00:00,65.205,4.311,67.644,0.343,2.43900000000001
2019-08-24 03:00:00,65.213,4.207,67.644,0.343,2.43100000000001
2019-08-24 04:00:00,65.213,4.207,67.614,0.674,2.40100000000001
2019-08-24 05:00:00,65.244,4.207,67.668,1.221,2.42400000000001
2019-08-24 06:00:00,65.276,4.311,67.691,1.112,2.41500000000001
2019-08-24 07:00:00,65.293,4.102,67.787,0.893,2.494
2019-08-24 08:00:00,65.323,4.102,67.694,0.784,2.37100000000001
2019-08-24 09:00:00,65.245,4.831,67.609,2.303,2.36399999999999
2019-08-24 10:00:00,65.269,5.552,67.675,2.837,2.40599999999999
2019-08-24 11:00:00,65.235,5.962,67.593,2.195,2.358
2019-08-24 12:00:00,65.233,6.37,67.686,2.303,2.453
2019-08-24 13:00:00,65.231,6.268,67.742,1.548,2.51100000000001
2019-08-24 14:00:00,65.351,5.552,67.932,0.121,2.581
2019-08-24 15:00:00,65.363,5.655,67.858,0.674,2.495
2019-08-24 16:00:00,65.388,5.347,67.836,0.343,2.44799999999999
2019-08-24 17:00:00,65.435,4.623,67.871,0.232,2.43599999999999
2019-08-24 18:00:00,65.425,4.623,67.862,0.343,2.437
2019-08-24 19:00:00,65.378,4.311,67.794,0.232,2.416
2019-08-24 20:00:00,65.362,3.998,67.791,0.121,2.429
2019-08-24 21:00:00,65.355,3.578,67.778,0.121,2.423
2019-08-24 22:00:00,65.308,3.261,67.727,0.121,2.419
2019-08-24 23:00:00,65.285,3.155,67.74,0.121,2.455
2019-08-25 00:00:00,65.269,2.837,67.65,0.121,2.381
2019-08-25 01:00:00,65.255,2.624,67.57,0.01,2.315
2019-08-25 02:00:00,65.249,2.303,67.609,0.01,2.36
2019-08-25 03:00:00,65.284,1.98,67.625,0.121,2.34099999999999
2019-08-25 04:00:00,65.305,1.98,67.628,0.232,2.32299999999999
2019-08-25 05:00:00,65.31,2.303,67.633,0.893,2.32299999999999
2019-08-25 06:00:00,65.31,2.837,67.642,1.656,2.33199999999999
2019-08-25 07:00:00,65.302,3.472,67.692,2.517,2.38999999999999
2019-08-25 08:00:00,65.294,4.727,67.697,3.155,2.40300000000001
2019-08-25 09:00:00,65.291,5.655,67.709,3.578,2.41800000000001
2019-08-25 10:00:00,65.298,6.573,67.766,3.788,2.468
2019-08-25 11:00:00,65.273,7.983,67.841,3.683,2.568
2019-08-25 12:00:00,65.277,8.182,67.912,3.049,2.63500000000001
2019-08-25 13:00:00,65.315,8.581,68.094,2.195,2.779
2019-08-25 14:00:00,65.335,9.077,68.043,1.764,2.70800000000001
2019-08-25 15:00:00,65.382,9.373,68.204,1.112,2.82199999999999
2019-08-25 16:00:00,65.405,8.978,68.23,0.674,2.825
2019-08-25 17:00:00,65.443,8.282,68.188,0.563,2.745
2019-08-25 18:00:00,65.45,7.582,68.07,0.453,2.61999999999999
2019-08-25 19:00:00,65.453,7.179,68.041,0.343,2.58799999999999
2019-08-25 20:00:00,65.441,6.573,67.897,0.232,2.456
2019-08-25 21:00:00,65.413,6.166,67.897,0.232,2.48400000000001
2019-08-25 22:00:00,65.395,5.757,67.794,0.232,2.399
2019-08-25 23:00:00,65.381,5.552,67.778,0.121,2.39700000000001
2019-08-26 00:00:00,65.377,5.347,67.689,0.121,2.312
2019-08-26 01:00:00,65.382,5.037,67.727,0.121,2.345
2019-08-26 02:00:00,65.393,4.519,67.727,0.121,2.334
2019-08-26 03:00:00,65.393,3.998,67.714,0.121,2.321
2019-08-26 04:00:00,65.405,4.102,67.605,0.343,2.2
2019-08-26 05:00:00,65.413,4.519,67.752,1.003,2.339
2019-08-26 06:00:00,65.427,5.244,67.767,1.98,2.33999999999999
2019-08-26 07:00:00,65.413,6.166,67.788,2.73,2.375
2019-08-26 08:00:00,65.397,7.481,67.758,3.472,2.36099999999999
2019-08-26 09:00:00,65.379,8.68,67.821,3.893,2.44199999999999
2019-08-26 10:00:00,65.363,9.472,67.962,3.893,2.599
2019-08-26 11:00:00,65.337,10.259,68.091,3.472,2.75399999999999
2019-08-26 12:00:00,65.317,10.846,68.34,2.303,3.02300000000001
2019-08-26 13:00:00,65.31,11.528,68.594,2.195,3.28399999999999
2019-08-26 14:00:00,65.308,11.431,68.457,1.439,3.14899999999999
2019-08-26 15:00:00,65.323,11.139,68.355,1.003,3.03200000000001
2019-08-26 16:00:00,65.439,10.259,68.393,1.003,2.95400000000001
2019-08-26 17:00:00,65.424,9.472,68.233,0.784,2.809
2019-08-26 18:00:00,65.427,9.077,68.14,0.674,2.71299999999999
2019-08-26 19:00:00,65.42,8.68,68.022,0.563,2.602
2019-08-26 20:00:00,65.422,8.282,67.916,0.453,2.494
2019-08-26 21:00:00,65.406,7.983,67.932,0.563,2.526
2019-08-26 22:00:00,65.384,7.882,67.855,0.563,2.471
2019-08-26 23:00:00,65.38,7.682,67.906,0.563,2.52600000000001
2019-08-27 00:00:00,65.356,7.481,67.737,0.453,2.381
2019-08-27 01:00:00,65.373,7.28,67.701,0.563,2.32799999999999
2019-08-27 02:00:00,65.361,7.179,67.679,0.674,2.318
2019-08-27 03:00:00,65.389,7.079,67.743,0.674,2.354
2019-08-27 04:00:00,65.431,6.573,67.775,0.893,2.34400000000001
2019-08-27 05:00:00,65.452,6.573,67.742,1.112,2.29000000000001
2019-08-27 06:00:00,65.429,6.471,67.771,1.221,2.342
2019-08-27 07:00:00,65.448,6.37,67.851,1.33,2.40300000000001
2019-08-27 08:00:00,65.425,6.268,67.838,1.33,2.413
2019-08-27 09:00:00,65.417,6.37,67.915,1.33,2.498
2019-08-27 10:00:00,65.407,6.37,67.969,1.439,2.562
2019-08-27 11:00:00,65.382,6.674,68.046,1.872,2.664
2019-08-27 12:00:00,65.371,7.179,68.084,1.872,2.71300000000001
2019-08-27 13:00:00,65.435,6.775,68.274,1.33,2.839
2019-08-27 14:00:00,65.47,6.471,68.352,0.893,2.88200000000001
2019-08-27 15:00:00,65.43,5.962,68.233,0.784,2.803
2019-08-27 16:00:00,65.477,5.757,68.057,0.453,2.58
2019-08-27 17:00:00,65.496,5.655,68.006,0.453,2.51000000000001
2019-08-27 18:00:00,65.496,5.141,68.016,0.343,2.52000000000001
2019-08-27 19:00:00,65.484,5.037,67.913,0.343,2.429
2019-08-27 20:00:00,65.499,4.727,67.785,0.343,2.286
2019-08-27 21:00:00,65.483,4.415,67.846,0.232,2.363
2019-08-27 22:00:00,65.448,4.207,67.82,0.232,2.372
2019-08-27 23:00:00,65.414,3.998,67.714,0.121,2.3
2019-08-28 00:00:00,65.412,3.893,67.692,0.232,2.27999999999999
2019-08-28 01:00:00,65.414,3.472,67.692,0.232,2.27799999999999
2019-08-28 02:00:00,65.416,3.578,67.746,0.343,2.33
2019-08-28 03:00:00,65.406,3.578,67.695,0.343,2.28899999999999
2019-08-28 04:00:00,65.457,3.578,67.64,0.674,2.18300000000001
2019-08-28 05:00:00,65.422,3.893,67.604,1.221,2.182
2019-08-28 06:00:00,65.472,4.415,67.754,1.548,2.28200000000001
2019-08-28 07:00:00,65.445,5.141,67.734,2.624,2.289
2019-08-28 08:00:00,65.411,6.064,67.871,2.943,2.45999999999999
2019-08-28 09:00:00,65.416,6.877,68.028,3.049,2.61200000000001
2019-08-28 10:00:00,65.369,8.182,68.178,3.367,2.809
2019-08-28 11:00:00,65.34,8.779,68.282,2.517,2.94199999999999
2019-08-28 12:00:00,65.33,9.866,68.288,2.73,2.958
2019-08-28 13:00:00,65.356,9.669,68.299,2.195,2.94300000000001
2019-08-28 14:00:00,65.37,9.866,68.319,1.548,2.949
2019-08-28 15:00:00,65.369,9.768,68.227,1.003,2.858
2019-08-28 16:00:00,65.416,9.571,68.211,0.893,2.795
2019-08-28 17:00:00,65.468,9.077,68.102,0.674,2.634
2019-08-28 18:00:00,65.457,8.481,68.047,0.563,2.59
2019-08-28 19:00:00,65.449,8.082,67.996,0.563,2.547
2019-08-28 20:00:00,65.471,7.582,67.865,0.453,2.39399999999999
2019-08-28 21:00:00,65.444,7.28,67.839,0.453,2.395
2019-08-28 22:00:00,65.449,6.978,67.81,0.343,2.361
2019-08-28 23:00:00,65.421,6.573,67.733,0.343,2.312
2019-08-29 00:00:00,65.411,6.064,67.644,0.343,2.233
2019-08-29 01:00:00,65.409,5.962,67.644,0.343,2.235
2019-08-29 02:00:00,65.414,5.655,67.708,0.343,2.294
2019-08-29 03:00:00,65.455,5.655,67.737,0.453,2.282
2019-08-29 04:00:00,65.473,5.552,67.736,0.893,2.26300000000001
2019-08-29 05:00:00,65.469,5.86,67.637,1.003,2.16800000000001
2019-08-29 06:00:00,65.458,6.37,67.687,1.872,2.229
2019-08-29 07:00:00,65.461,7.079,67.804,2.41,2.343
2019-08-29 08:00:00,65.431,7.682,67.984,2.41,2.553
2019-08-29 09:00:00,65.397,8.581,68.122,2.73,2.72499999999999
2019-08-29 10:00:00,65.355,9.571,68.247,2.624,2.892
2019-08-29 11:00:00,65.389,9.768,68.309,2.088,2.92
2019-08-29 12:00:00,65.36,9.866,68.46,1.548,3.09999999999999
2019-08-29 13:00:00,65.389,9.768,68.467,1.33,3.078
2019-08-29 14:00:00,65.397,9.669,68.4,1.221,3.003
2019-08-29 15:00:00,65.423,9.373,68.339,0.893,2.916
2019-08-29 16:00:00,65.456,8.978,68.166,0.674,2.70999999999999
2019-08-29 17:00:00,65.469,8.581,68.137,0.563,2.66800000000001
2019-08-29 18:00:00,65.478,7.983,68.07,0.453,2.592
2019-08-29 19:00:00,65.471,7.582,67.955,0.453,2.48399999999999
2019-08-29 20:00:00,65.465,7.28,67.839,0.453,2.374
2019-08-29 21:00:00,65.444,7.28,67.765,0.563,2.321
2019-08-29 22:00:00,65.389,7.079,67.701,0.563,2.312
2019-08-29 23:00:00,65.388,6.978,67.624,0.563,2.23599999999999
2019-08-30 00:00:00,65.373,6.775,67.547,0.563,2.17399999999999
2019-08-30 01:00:00,65.341,6.674,67.56,0.563,2.21900000000001
2019-08-30 02:00:00,65.354,6.268,67.544,0.453,2.19
2019-08-30 03:00:00,65.381,6.064,67.55,0.674,2.169
2019-08-30 04:00:00,65.348,5.962,67.547,0.563,2.199
2019-08-30 05:00:00,65.323,6.268,67.459,1.548,2.13600000000001
2019-08-30 06:00:00,65.316,6.978,67.561,2.41,2.245
2019-08-30 07:00:00,65.28,7.782,67.736,3.155,2.456
2019-08-30 08:00:00,65.284,9.077,68.066,3.049,2.782
2019-08-30 09:00:00,65.223,9.669,68.177,2.41,2.95400000000001
2019-08-30 10:00:00,65.244,9.669,68.835,1.656,3.59099999999999
2019-08-30 11:00:00,65.156,10.455,68.738,2.303,3.58199999999999
2019-08-30 12:00:00,65.113,11.431,68.854,1.872,3.741
2019-08-30 13:00:00,65.164,10.846,68.666,1.112,3.502
2019-08-30 14:00:00,65.133,10.846,68.236,1.33,3.10300000000001
2019-08-30 15:00:00,65.166,10.944,68.134,0.893,2.968
2019-08-30 16:00:00,65.22,10.553,68.051,0.674,2.831
2019-08-30 17:00:00,65.258,9.866,67.996,0.563,2.738
2019-08-30 18:00:00,65.267,9.275,67.916,0.453,2.649
2019-08-30 19:00:00,65.235,8.68,67.775,0.453,2.54000000000001
2019-08-30 20:00:00,65.216,8.182,67.644,0.343,2.42800000000001
2019-08-30 21:00:00,65.198,7.782,67.605,0.343,2.40700000000001
2019-08-30 22:00:00,65.16,7.381,67.499,0.232,2.339
2019-08-30 23:00:00,65.132,6.978,67.474,0.232,2.342
2019-08-31 00:00:00,65.106,6.674,67.4,0.343,2.29400000000001
2019-08-31 01:00:00,65.061,6.471,67.349,0.343,2.288
2019-08-31 02:00:00,65.067,6.268,67.362,0.343,2.295
2019-08-31 03:00:00,65.063,6.064,67.339,0.453,2.276
2019-08-31 04:00:00,65.051,5.962,67.31,0.784,2.259
2019-08-31 05:00:00,65.055,6.166,67.309,1.221,2.25399999999999
2019-08-31 06:00:00,65.042,6.573,67.334,2.088,2.292
2019-08-31 07:00:00,64.998,7.481,67.653,2.943,2.655
2019-08-31 08:00:00,64.953,8.382,68.026,2.517,3.07299999999999
2019-08-31 09:00:00,64.93,9.866,68.529,2.624,3.59899999999999
2019-08-31 10:00:00,64.97,10.357,68.518,1.764,3.548
2019-08-31 11:00:00,65.011,9.275,68.307,1.112,3.29600000000001
2019-08-31 12:00:00,65.015,9.472,68.145,1.764,3.13
2019-08-31 13:00:00,65.014,9.965,68.389,1.764,3.375
2019-08-31 14:00:00,65.005,10.553,68.531,1.33,3.52600000000001
2019-08-31 15:00:00,65.073,10.357,68.377,0.893,3.304
2019-08-31 16:00:00,65.084,9.866,68.137,0.563,3.053
2019-08-31 17:00:00,65.142,9.176,68.06,0.563,2.91800000000001
2019-08-31 18:00:00,65.15,8.481,67.852,0.453,2.702
2019-08-31 19:00:00,65.136,8.282,67.839,0.453,2.703
2019-08-31 20:00:00,65.126,7.782,67.759,0.343,2.633
2019-08-31 21:00:00,65.098,7.381,67.682,0.343,2.584
2019-08-31 22:00:00,65.079,6.877,67.605,0.343,2.52600000000001
2019-08-31 23:00:00,65.073,6.573,67.602,0.232,2.52900000000001
2019-09-01 00:00:00,65.067,6.268,67.538,0.232,2.471
2019-09-01 01:00:00,65.058,5.757,67.564,0.232,2.50599999999999
2019-09-01 02:00:00,65.048,5.244,67.522,0.121,2.474
2019-09-01 03:00:00,65.073,4.934,67.487,0.232,2.414
2019-09-01 04:00:00,65.059,4.727,67.49,0.343,2.431
2019-09-01 05:00:00,65.048,5.244,67.553,1.221,2.505
2019-09-01 06:00:00,65.033,6.064,67.539,2.088,2.506
2019-09-01 07:00:00,64.974,7.28,67.65,2.837,2.676
2019-09-01 08:00:00,64.94,8.779,68.166,2.943,3.226
2019-09-01 09:00:00,64.929,10.357,68.827,2.73,3.898
2019-09-01 10:00:00,64.915,11.236,69.21,1.764,4.29499999999999
2019-09-01 11:00:00,64.862,11.139,68.717,1.548,3.855
2019-09-01 12:00:00,64.851,11.625,69.15,1.439,4.29900000000001
2019-09-01 13:00:00,64.946,11.236,68.371,1.112,3.425
2019-09-01 14:00:00,64.998,10.748,68.384,1.112,3.386
2019-09-01 15:00:00,65.021,10.357,68.355,1.003,3.334
2019-09-01 16:00:00,65.074,9.373,68.24,0.563,3.166
2019-09-01 17:00:00,65.089,9.077,68.009,0.563,2.92
2019-09-01 18:00:00,65.08,8.581,67.903,0.453,2.82300000000001
2019-09-01 19:00:00,65.066,8.382,67.762,0.453,2.696
2019-09-01 20:00:00,65.081,8.082,67.685,0.453,2.604
2019-09-01 21:00:00,65.085,7.782,67.711,0.453,2.626
2019-09-01 22:00:00,65.08,7.481,67.66,0.453,2.58
2019-09-01 23:00:00,65.054,7.179,67.57,0.453,2.51599999999999
2019-09-02 00:00:00,65.028,6.877,67.518,0.453,2.48999999999999
2019-09-02 01:00:00,65.02,6.471,67.522,0.563,2.50200000000001
2019-09-02 02:00:00,65.035,6.166,67.554,0.343,2.51900000000001
2019-09-02 03:00:00,65.033,6.064,67.57,0.453,2.53699999999999
2019-09-02 04:00:00,65.045,6.166,67.525,0.674,2.48
2019-09-02 05:00:00,65.049,6.37,67.53,1.33,2.48099999999999
2019-09-02 06:00:00,65.071,6.471,67.613,1.548,2.542
2019-09-02 07:00:00,65.07,6.978,67.667,2.088,2.59700000000001
2019-09-02 08:00:00,65.118,6.775,68.12,1.764,3.00200000000001
2019-09-02 09:00:00,65.101,6.978,68.235,1.764,3.134
2019-09-02 10:00:00,65.054,8.282,68.542,2.624,3.488
2019-09-02 11:00:00,65.005,8.382,68.707,1.656,3.702
2019-09-02 12:00:00,64.983,8.879,68.572,1.872,3.589
2019-09-02 13:00:00,64.994,9.472,68.681,1.656,3.687
2019-09-02 14:00:00,65.035,9.472,68.541,1.221,3.506
2019-09-02 15:00:00,65.066,9.472,68.39,0.893,3.324
2019-09-02 16:00:00,65.108,8.978,68.265,0.563,3.157
2019-09-02 17:00:00,65.136,8.282,68.057,0.453,2.92100000000001
2019-09-02 18:00:00,65.135,7.682,67.852,0.453,2.717
2019-09-02 19:00:00,65.098,7.381,67.762,0.453,2.664
2019-09-02 20:00:00,65.113,7.079,67.685,0.453,2.572
2019-09-02 21:00:00,65.095,6.674,67.66,0.453,2.565
2019-09-02 22:00:00,65.071,6.471,67.595,0.453,2.524
2019-09-02 23:00:00,65.086,6.166,67.595,0.453,2.509
2019-09-03 00:00:00,65.033,6.064,67.506,0.453,2.473
2019-09-03 01:00:00,65.027,5.757,67.49,0.343,2.46299999999999
2019-09-03 02:00:00,65.009,5.347,67.448,0.232,2.43899999999999
2019-09-03 03:00:00,65.042,4.934,67.474,0.232,2.432
2019-09-03 04:00:00,65.051,4.831,67.531,0.453,2.48
2019-09-03 05:00:00,65.065,5.037,67.489,1.221,2.42400000000001
2019-09-03 06:00:00,65.058,5.757,67.513,2.088,2.455
2019-09-03 07:00:00,65.048,6.877,67.983,2.837,2.935
2019-09-03 08:00:00,64.989,8.082,68.491,2.195,3.502
2019-09-03 09:00:00,64.953,9.472,68.69,2.41,3.73699999999999
2019-09-03 10:00:00,64.968,9.176,69.118,1.221,4.14999999999999
2019-09-03 11:00:00,64.884,9.571,68.791,1.439,3.907
2019-09-03 12:00:00,64.891,9.965,69.034,1.439,4.143
2019-09-03 13:00:00,64.895,10.161,68.605,1.221,3.71000000000001
2019-09-03 14:00:00,64.906,10.748,68.409,1.112,3.503
2019-09-03 15:00:00,64.937,10.748,68.272,0.784,3.33500000000001
2019-09-03 16:00:00,64.971,9.866,68.157,0.343,3.18599999999999
2019-09-03 17:00:00,64.98,9.275,67.99,0.343,3.00999999999999
2019-09-03 18:00:00,64.978,8.581,67.798,0.343,2.82000000000001
2019-09-03 19:00:00,64.962,8.282,67.656,0.343,2.694
2019-09-03 20:00:00,64.944,7.882,67.564,0.232,2.61999999999999
2019-09-03 21:00:00,64.912,7.28,67.499,0.232,2.58699999999999
2019-09-03 22:00:00,64.919,7.079,67.477,0.343,2.55800000000001
2019-09-03 23:00:00,64.983,6.674,67.525,0.674,2.542
2019-09-04 00:00:00,64.945,5.757,67.522,0.563,2.57700000000001
2019-09-04 01:00:00,64.862,5.655,67.403,0.453,2.54100000000001
2019-09-04 02:00:00,64.902,5.655,67.416,0.453,2.514
2019-09-04 03:00:00,64.888,5.45,67.419,0.563,2.53099999999999
2019-09-04 04:00:00,64.872,5.655,67.4,0.784,2.52800000000001
2019-09-04 05:00:00,64.865,5.86,67.389,1.33,2.524
2019-09-04 06:00:00,64.871,6.166,67.417,1.872,2.54600000000001
2019-09-04 07:00:00,64.862,6.775,67.462,1.656,2.60000000000001
2019-09-04 08:00:00,64.828,7.682,67.475,2.088,2.64699999999999
2019-09-04 09:00:00,64.779,9.472,67.879,3.683,3.10000000000001
2019-09-04 10:00:00,64.739,11.139,68.576,3.367,3.83699999999999
2019-09-04 11:00:00,64.746,11.528,69.069,2.195,4.32300000000001
2019-09-04 12:00:00,64.746,11.528,70.029,1.656,5.283
2019-09-04 13:00:00,64.757,11.528,69.4,1.221,4.643
2019-09-04 14:00:00,64.785,11.916,68.653,1.112,3.86800000000001
2019-09-04 15:00:00,64.825,11.334,68.198,0.893,3.37299999999999
2019-09-04 16:00:00,64.924,10.651,68.374,0.784,3.44999999999999
2019-09-04 17:00:00,64.94,9.866,68.137,0.563,3.197
2019-09-04 18:00:00,64.934,8.978,67.983,0.563,3.04900000000001
2019-09-04 19:00:00,64.961,7.682,67.881,0.563,2.92
2019-09-04 20:00:00,64.926,7.481,67.813,0.453,2.887
2019-09-04 21:00:00,64.933,7.28,67.724,0.453,2.791
2019-09-04 22:00:00,64.9,7.179,67.672,0.453,2.77199999999999
2019-09-04 23:00:00,64.886,6.978,67.608,0.453,2.72200000000001
2019-09-05 00:00:00,64.844,6.37,67.544,0.453,2.7
2019-09-05 01:00:00,64.883,6.268,67.583,0.453,2.7
2019-09-05 02:00:00,64.908,5.962,67.583,0.453,2.675
2019-09-05 03:00:00,64.936,5.244,67.608,0.453,2.672
2019-09-05 04:00:00,64.963,5.037,67.611,0.563,2.64800000000001
2019-09-05 05:00:00,64.975,5.141,67.659,0.893,2.68400000000001
2019-09-05 06:00:00,64.979,5.347,67.668,1.221,2.68900000000001
2019-09-05 07:00:00,64.961,6.064,67.613,1.98,2.652
2019-09-05 08:00:00,64.898,7.079,67.826,2.73,2.928
2019-09-05 09:00:00,64.858,8.182,68.423,2.517,3.565
2019-09-05 10:00:00,64.836,9.768,68.799,2.624,3.96300000000001
2019-09-05 11:00:00,64.817,10.357,69.143,2.088,4.32600000000001
2019-09-05 12:00:00,64.778,11.041,68.983,1.872,4.205
2019-09-05 13:00:00,64.802,10.651,68.749,1.33,3.94699999999999
2019-09-05 14:00:00,64.817,10.357,68.506,0.893,3.68900000000001
2019-09-05 15:00:00,64.825,9.176,68.384,0.674,3.559
2019-09-05 16:00:00,64.873,8.481,68.291,0.563,3.41799999999999
2019-09-05 17:00:00,64.901,7.782,68.019,0.453,3.11800000000001
2019-09-05 18:00:00,64.888,7.079,67.868,0.563,2.97999999999999
2019-09-05 19:00:00,64.92,6.573,67.842,0.563,2.922
2019-09-05 20:00:00,64.866,6.471,67.762,0.453,2.896
2019-09-05 21:00:00,64.815,6.471,67.675,0.563,2.86
2019-09-05 22:00:00,64.756,6.573,67.611,0.563,2.855
2019-09-05 23:00:00,64.73,6.268,67.522,0.563,2.792
2019-09-06 00:00:00,64.73,5.757,67.509,0.563,2.779
2019-09-06 01:00:00,64.696,5.552,67.483,0.563,2.78700000000001
2019-09-06 02:00:00,64.72,5.757,67.509,0.563,2.789
2019-09-06 03:00:00,64.716,5.552,67.445,0.563,2.729
2019-09-06 04:00:00,64.715,5.45,67.47,0.563,2.755
2019-09-06 05:00:00,64.706,5.552,67.476,0.784,2.77
2019-09-06 06:00:00,64.72,5.757,67.463,1.221,2.74299999999999
2019-09-06 07:00:00,64.691,5.86,67.456,1.439,2.765
2019-09-06 08:00:00,64.668,6.775,67.539,1.656,2.871
2019-09-06 09:00:00,64.627,7.882,67.863,2.195,3.236
2019-09-06 10:00:00,64.698,8.382,68.206,2.088,3.50800000000001
2019-09-06 11:00:00,64.65,8.581,68.209,2.195,3.559
2019-09-06 12:00:00,64.679,8.481,68.184,1.764,3.505
2019-09-06 13:00:00,64.75,7.882,68.255,1.112,3.505
2019-09-06 14:00:00,64.729,8.978,68.108,1.33,3.379
2019-09-06 15:00:00,64.796,8.182,68.095,0.893,3.29899999999999
2019-09-06 16:00:00,64.896,7.481,68.047,0.563,3.151
2019-09-06 17:00:00,64.903,6.775,67.836,0.343,2.93299999999999
2019-09-06 18:00:00,64.89,6.064,67.733,0.343,2.843
2019-09-06 19:00:00,64.925,5.244,67.708,0.343,2.783
2019-09-06 20:00:00,64.94,5.45,67.634,0.453,2.694
2019-09-06 21:00:00,64.902,4.519,67.605,0.343,2.703
2019-09-06 22:00:00,64.876,3.683,67.528,0.343,2.652
2019-09-06 23:00:00,64.856,3.683,67.512,0.232,2.65600000000001
2019-09-07 00:00:00,64.823,3.578,67.458,0.121,2.63500000000001
2019-09-07 01:00:00,64.834,2.517,67.445,0.121,2.61099999999999
2019-09-07 02:00:00,64.857,2.088,67.468,0.01,2.611
2019-09-07 03:00:00,64.892,1.764,67.48,0.01,2.58800000000001
2019-09-07 04:00:00,64.91,1.656,67.484,0.121,2.574
2019-09-07 05:00:00,64.908,2.624,67.515,0.784,2.607
2019-09-07 06:00:00,64.919,3.261,67.514,1.221,2.595
2019-09-07 07:00:00,64.912,4.519,67.516,2.195,2.604
2019-09-07 08:00:00,64.876,5.86,68.003,2.624,3.127
2019-09-07 09:00:00,64.861,7.28,68.353,2.73,3.49199999999999
2019-09-07 10:00:00,64.829,8.282,68.658,2.195,3.82900000000001
2019-09-07 11:00:00,64.796,9.275,69.201,1.872,4.40499999999999
2019-09-07 12:00:00,64.764,9.768,68.909,1.548,4.14500000000001
2019-09-07 13:00:00,64.782,10.161,68.582,1.33,3.8
2019-09-07 14:00:00,64.832,10.651,68.159,0.893,3.32700000000001
2019-09-07 15:00:00,64.873,9.571,68.224,0.453,3.351
2019-09-07 16:00:00,64.906,8.581,68.208,0.343,3.30199999999999
2019-09-07 17:00:00,64.929,8.182,67.948,0.232,3.01899999999999
2019-09-07 18:00:00,64.952,7.782,67.859,0.232,2.907
2019-09-07 19:00:00,64.91,7.179,67.782,0.232,2.872
2019-09-07 20:00:00,64.909,6.573,67.679,0.232,2.77
2019-09-07 21:00:00,64.888,5.962,67.615,0.232,2.72699999999999
2019-09-07 22:00:00,64.874,5.757,67.576,0.232,2.702
2019-09-07 23:00:00,64.87,5.552,67.538,0.232,2.66799999999999
2019-09-08 00:00:00,64.846,5.347,67.499,0.232,2.65299999999999
2019-09-08 01:00:00,64.848,4.934,67.512,0.232,2.664
2019-09-08 02:00:00,64.883,4.623,67.525,0.232,2.64200000000001
2019-09-08 03:00:00,64.861,4.519,67.512,0.232,2.651
2019-09-08 04:00:00,64.865,4.207,67.512,0.232,2.64700000000001
2019-09-08 05:00:00,64.863,4.623,67.528,0.784,2.66500000000001
2019-09-08 06:00:00,64.882,5.655,67.559,1.439,2.67699999999999
2019-09-08 07:00:00,64.872,6.775,67.516,2.195,2.64400000000001
2019-09-08 08:00:00,64.835,8.082,68.177,2.41,3.34200000000001
2019-09-08 09:00:00,64.811,8.978,68.504,2.195,3.693
2019-09-08 10:00:00,64.805,9.768,68.713,1.872,3.90799999999999
2019-09-08 11:00:00,64.798,10.455,68.511,1.548,3.71299999999999
2019-09-08 12:00:00,64.773,10.748,68.37,1.98,3.59700000000001
2019-09-08 13:00:00,64.791,10.651,68.588,1.548,3.797
2019-09-08 14:00:00,64.828,9.866,68.534,1.003,3.706
2019-09-08 15:00:00,64.877,8.68,68.281,0.674,3.40400000000001
2019-09-08 16:00:00,64.929,8.182,68.108,0.453,3.179
2019-09-08 17:00:00,64.973,7.782,68.006,0.453,3.033
2019-09-08 18:00:00,64.969,7.582,67.862,0.343,2.893
2019-09-08 19:00:00,64.953,7.28,67.733,0.343,2.78
2019-09-08 20:00:00,64.94,6.573,67.653,0.232,2.71300000000001
2019-09-08 21:00:00,64.938,6.471,67.602,0.232,2.664
2019-09-08 22:00:00,64.935,5.757,67.525,0.232,2.59
2019-09-08 23:00:00,64.911,5.552,67.499,0.232,2.58799999999999
2019-09-09 00:00:00,64.887,4.831,67.461,0.232,2.574
2019-09-09 01:00:00,64.839,4.415,67.397,0.232,2.55800000000001
2019-09-09 02:00:00,64.851,4.519,67.423,0.232,2.572
2019-09-09 03:00:00,64.828,4.415,67.397,0.232,2.569
2019-09-09 04:00:00,64.855,4.207,67.4,0.343,2.545
