Plot Title: 10778182,,,,,
#,"Date Time, GMT+02:00","Abs Pres, kPa (LGR S/N: 10778182, SEN S/N: 10778182)","Temp, °C (LGR S/N: 10778182, SEN S/N: 10778182)",Coupler Detached (LGR S/N: 10778182),End Of File (LGR S/N: 10778182)
10365,09/28/2020 08:00:00 PM,65.013,0.563,,
10366,09/28/2020 09:00:00 PM,64.976,0.232,,
10367,09/28/2020 10:00:00 PM,64.962,0.01,,
10368,09/28/2020 11:00:00 PM,64.97,-0.102,,
10369,09/29/2020 12:00:00 AM,64.956,-0.325,,
10370,09/29/2020 01:00:00 AM,64.993,-0.549,,
10371,09/29/2020 02:00:00 AM,65.001,-0.662,,
10372,09/29/2020 03:00:00 AM,65.023,-1.114,,
10373,09/29/2020 04:00:00 AM,65.068,-1.456,,
10374,09/29/2020 05:00:00 AM,65.068,-0.887,,
10375,09/29/2020 06:00:00 AM,65.091,-0.213,,
10376,09/29/2020 07:00:00 AM,65.086,0.674,,
10377,09/29/2020 08:00:00 AM,65.049,1.439,,
10378,09/29/2020 09:00:00 AM,65.053,2.195,,
10379,09/29/2020 10:00:00 AM,65.024,2.837,,
10380,09/29/2020 11:00:00 AM,65.032,3.261,,
10381,09/29/2020 12:00:00 PM,65.052,3.788,,
10382,09/29/2020 01:00:00 PM,65.081,3.683,,
10383,09/29/2020 02:00:00 PM,65.105,3.367,,
10384,09/29/2020 03:00:00 PM,65.118,2.943,,
10385,09/29/2020 04:00:00 PM,65.159,2.41,,
10386,09/29/2020 05:00:00 PM,65.16,1.872,,
10387,09/29/2020 06:00:00 PM,65.137,1.764,,
10388,09/29/2020 07:00:00 PM,65.111,1.439,,
10389,09/29/2020 08:00:00 PM,65.07,0.893,,
10390,09/29/2020 09:00:00 PM,65.035,0.674,,
10391,09/29/2020 10:00:00 PM,65.037,0.232,,
10392,09/29/2020 11:00:00 PM,65.003,0.01,,
10393,09/30/2020 12:00:00 AM,64.97,-0.102,,
10394,09/30/2020 01:00:00 AM,64.982,-0.549,,
10395,09/30/2020 02:00:00 AM,64.972,-0.549,,
10396,09/30/2020 03:00:00 AM,64.958,-0.774,,
10397,09/30/2020 04:00:00 AM,64.956,-0.887,,
10398,09/30/2020 05:00:00 AM,64.964,-0.437,,
10399,09/30/2020 06:00:00 AM,64.956,0.232,,
10400,09/30/2020 07:00:00 AM,64.925,1.33,,
10401,09/30/2020 08:00:00 AM,64.873,2.943,,
10402,09/30/2020 09:00:00 AM,64.821,3.998,,
10403,09/30/2020 10:00:00 AM,64.798,4.415,,
10404,09/30/2020 11:00:00 AM,64.754,4.831,,
10405,09/30/2020 12:00:00 PM,64.75,5.141,,
10406,09/30/2020 01:00:00 PM,64.777,4.934,,
10407,09/30/2020 02:00:00 PM,64.783,4.727,,
10408,09/30/2020 03:00:00 PM,64.81,4.519,,
10409,09/30/2020 04:00:00 PM,64.853,4.102,,
10410,09/30/2020 05:00:00 PM,64.86,3.893,,
10411,09/30/2020 06:00:00 PM,64.856,3.683,,
10412,09/30/2020 07:00:00 PM,64.854,3.049,,
10413,09/30/2020 08:00:00 PM,64.898,2.088,,
10414,09/30/2020 09:00:00 PM,64.873,1.872,,
10415,09/30/2020 10:00:00 PM,64.859,1.656,,
10416,09/30/2020 11:00:00 PM,64.859,1.656,,
10417,10/01/2020 12:00:00 AM,64.839,1.112,,
10418,10/01/2020 01:00:00 AM,64.835,0.893,,
10419,10/01/2020 02:00:00 AM,64.852,0.674,,
10420,10/01/2020 03:00:00 AM,64.854,0.784,,
10421,10/01/2020 04:00:00 AM,64.876,0.343,,
10422,10/01/2020 05:00:00 AM,64.911,0.01,,
10423,10/01/2020 06:00:00 AM,64.909,0.453,,
10424,10/01/2020 07:00:00 AM,64.945,0.784,,
10425,10/01/2020 08:00:00 AM,64.904,1.33,,
10426,10/01/2020 09:00:00 AM,64.9,1.656,,
10427,10/01/2020 10:00:00 AM,64.83,2.303,,
10428,10/01/2020 11:00:00 AM,64.873,1.872,,
10429,10/01/2020 12:00:00 PM,64.912,1.764,,
10430,10/01/2020 01:00:00 PM,64.931,1.656,,
10431,10/01/2020 02:00:00 PM,64.966,1.33,,
10432,10/01/2020 03:00:00 PM,65.058,1.33,,
10433,10/01/2020 04:00:00 PM,65.115,1.112,,
10434,10/01/2020 05:00:00 PM,65.121,0.893,,
10435,10/01/2020 06:00:00 PM,65.123,0.453,,
10436,10/01/2020 07:00:00 PM,65.105,0.01,,
10437,10/01/2020 08:00:00 PM,65.093,-0.662,,
10438,10/01/2020 09:00:00 PM,65.06,-0.774,,
10439,10/01/2020 10:00:00 PM,65.056,-1.001,,
10440,10/01/2020 11:00:00 PM,65.072,-1.228,,
10441,10/02/2020 12:00:00 AM,65.058,-1.456,,
10442,10/02/2020 01:00:00 AM,65.027,-1.456,,
10443,10/02/2020 02:00:00 AM,65.025,-1.57,,
10444,10/02/2020 03:00:00 AM,65.039,-1.914,,
10445,10/02/2020 04:00:00 AM,65.062,-1.799,,
10446,10/02/2020 05:00:00 AM,65.058,-1.456,,
10447,10/02/2020 06:00:00 AM,65.041,-1.228,,
10448,10/02/2020 07:00:00 AM,65.042,-0.662,,
10449,10/02/2020 08:00:00 AM,65.015,-0.437,,
10450,10/02/2020 09:00:00 AM,64.991,-0.662,,
10451,10/02/2020 10:00:00 AM,64.962,-0.549,,
10452,10/02/2020 11:00:00 AM,64.913,-0.437,,
10453,10/02/2020 12:00:00 PM,64.927,-0.213,,
10454,10/02/2020 01:00:00 PM,64.917,-0.213,,
10455,10/02/2020 02:00:00 PM,64.966,-0.325,,
10456,10/02/2020 03:00:00 PM,65.029,-0.774,,
10457,10/02/2020 04:00:00 PM,65.086,-1.001,,
10458,10/02/2020 05:00:00 PM,65.113,-0.662,,
10459,10/02/2020 06:00:00 PM,65.109,-0.887,,
10460,10/02/2020 07:00:00 PM,65.037,-0.887,,
10461,10/02/2020 08:00:00 PM,65.062,-1.228,,
10462,10/02/2020 09:00:00 PM,65.007,-1.456,,
10463,10/02/2020 10:00:00 PM,65.009,-1.914,,
10464,10/02/2020 11:00:00 PM,64.986,-2.03,,
10465,10/03/2020 12:00:00 AM,64.98,-2.377,,
10466,10/03/2020 01:00:00 AM,65,-2.377,,
10467,10/03/2020 02:00:00 AM,64.99,-2.377,,
10468,10/03/2020 03:00:00 AM,65.018,-2.494,,
10469,10/03/2020 04:00:00 AM,65.029,-2.494,,
10470,10/03/2020 05:00:00 AM,65.025,-2.145,,
10471,10/03/2020 06:00:00 AM,65.035,-1.57,,
10472,10/03/2020 07:00:00 AM,65.031,-1.228,,
10473,10/03/2020 08:00:00 AM,65.001,-0.662,,
10474,10/03/2020 09:00:00 AM,65.001,-0.102,,
10475,10/03/2020 10:00:00 AM,64.954,0.121,,
10476,10/03/2020 11:00:00 AM,64.935,0.784,,
10477,10/03/2020 12:00:00 PM,64.941,1.656,,
10478,10/03/2020 01:00:00 PM,64.982,1.112,,
10479,10/03/2020 02:00:00 PM,65.037,0.784,,
10480,10/03/2020 03:00:00 PM,65.099,0.232,,
10481,10/03/2020 04:00:00 PM,65.166,0.01,,
10482,10/03/2020 05:00:00 PM,65.203,-0.213,,
10483,10/03/2020 06:00:00 PM,65.217,-0.549,,
10484,10/03/2020 07:00:00 PM,65.193,-0.774,,
10485,10/03/2020 08:00:00 PM,65.176,-1.114,,
10486,10/03/2020 09:00:00 PM,65.141,-1.914,,
10487,10/03/2020 10:00:00 PM,65.127,-1.57,,
10488,10/03/2020 11:00:00 PM,65.115,-1.684,,
10489,10/04/2020 12:00:00 AM,65.113,-1.799,,
10490,10/04/2020 01:00:00 AM,65.098,-2.03,,
10491,10/04/2020 02:00:00 AM,65.074,-2.261,,
10492,10/04/2020 03:00:00 AM,65.086,-2.145,,
10493,10/04/2020 04:00:00 AM,65.109,-2.03,,
10494,10/04/2020 05:00:00 AM,65.119,-2.03,,
10495,10/04/2020 06:00:00 AM,65.125,-1.684,,
10496,10/04/2020 07:00:00 AM,65.101,-1.341,,
10497,10/04/2020 08:00:00 AM,65.064,-0.549,,
10498,10/04/2020 09:00:00 AM,65.027,0.232,,
10499,10/04/2020 10:00:00 AM,65.021,-0.102,,
10500,10/04/2020 11:00:00 AM,65.019,-0.213,,
10501,10/04/2020 12:00:00 PM,65.046,-0.437,,
10502,10/04/2020 01:00:00 PM,65.06,-0.213,,
10503,10/04/2020 02:00:00 PM,65.072,-0.102,,
10504,10/04/2020 03:00:00 PM,65.111,-0.774,,
10505,10/04/2020 04:00:00 PM,65.15,-1.456,,
10506,10/04/2020 05:00:00 PM,65.168,-1.57,,
10507,10/04/2020 06:00:00 PM,65.172,-1.914,,
10508,10/04/2020 07:00:00 PM,65.162,-1.914,,
10509,10/04/2020 08:00:00 PM,65.139,-2.03,,
10510,10/04/2020 09:00:00 PM,65.125,-2.261,,
10511,10/04/2020 10:00:00 PM,65.1,-1.914,,
10512,10/04/2020 11:00:00 PM,65.106,-2.145,,
10513,10/05/2020 12:00:00 AM,65.092,-2.377,,
10514,10/05/2020 01:00:00 AM,65.088,-2.61,,
10515,10/05/2020 02:00:00 AM,65.121,-2.494,,
10516,10/05/2020 03:00:00 AM,65.112,-2.377,,
10517,10/05/2020 04:00:00 AM,65.135,-2.261,,
10518,10/05/2020 05:00:00 AM,65.147,-2.145,,
10519,10/05/2020 06:00:00 AM,65.141,-1.914,,
10520,10/05/2020 07:00:00 AM,65.123,-1.799,,
10521,10/05/2020 08:00:00 AM,65.105,-1.114,,
10522,10/05/2020 09:00:00 AM,65.08,-0.774,,
10523,10/05/2020 10:00:00 AM,65.013,-0.549,,
10524,10/05/2020 11:00:00 AM,64.995,-0.437,,
10525,10/05/2020 12:00:00 PM,64.999,-0.213,,
10526,10/05/2020 01:00:00 PM,65.029,-0.213,,
10527,10/05/2020 02:00:00 PM,65.011,-0.662,,
10528,10/05/2020 03:00:00 PM,65.019,-1.341,,
10529,10/05/2020 04:00:00 PM,65.064,-1.684,,
10530,10/05/2020 05:00:00 PM,65.057,-2.03,,
10531,10/05/2020 06:00:00 PM,65.023,-2.261,,
10532,10/05/2020 07:00:00 PM,65.012,-2.261,,
10533,10/05/2020 08:00:00 PM,64.951,-2.261,,
10534,10/05/2020 09:00:00 PM,64.907,-1.914,,
10535,10/05/2020 10:00:00 PM,64.874,-2.03,,
10536,10/05/2020 11:00:00 PM,64.81,-2.145,,
10537,10/06/2020 12:00:00 AM,64.774,-1.914,,
10538,10/06/2020 01:00:00 AM,64.743,-1.914,,
10539,10/06/2020 02:00:00 AM,64.739,-1.57,,
10540,10/06/2020 03:00:00 AM,64.711,-1.456,,
10541,10/06/2020 04:00:00 AM,64.717,-1.684,,
10542,10/06/2020 05:00:00 AM,64.688,-1.57,,
10543,10/06/2020 06:00:00 AM,64.719,-1.57,,
10544,10/06/2020 07:00:00 AM,64.709,-1.57,,
10545,10/06/2020 08:00:00 AM,64.707,-1.114,,
10546,10/06/2020 09:00:00 AM,64.703,-0.774,,
10547,10/06/2020 10:00:00 AM,64.709,-1.001,,
10548,10/06/2020 11:00:00 AM,64.758,-1.114,,
10549,10/06/2020 12:00:00 PM,64.821,-1.57,,
10550,10/06/2020 01:00:00 PM,64.852,-1.57,,
10551,10/06/2020 02:00:00 PM,64.896,-1.914,,
10552,10/06/2020 03:00:00 PM,64.984,-1.57,,
10553,10/06/2020 04:00:00 PM,65.068,-1.456,,
10554,10/06/2020 05:00:00 PM,65.078,-1.456,,
10555,10/06/2020 06:00:00 PM,65.074,-1.684,,
10556,10/06/2020 07:00:00 PM,65.07,-1.914,,
10557,10/06/2020 08:00:00 PM,65.037,-2.03,,
10558,10/06/2020 09:00:00 PM,65.012,-2.261,,
10559,10/06/2020 10:00:00 PM,65.027,-2.61,,
10560,10/06/2020 11:00:00 PM,65.024,-2.727,,
10561,10/07/2020 12:00:00 AM,65.03,-2.962,,
10562,10/07/2020 01:00:00 AM,65.036,-3.197,,
10563,10/07/2020 02:00:00 AM,65.081,-3.553,,
10564,10/07/2020 03:00:00 AM,65.099,-3.672,,
10565,10/07/2020 04:00:00 AM,65.128,-3.792,,
10566,10/07/2020 05:00:00 AM,65.152,-3.553,,
10567,10/07/2020 06:00:00 AM,65.169,-2.61,,
10568,10/07/2020 07:00:00 AM,65.155,-2.261,,
10569,10/07/2020 08:00:00 AM,65.139,-1.456,,
10570,10/07/2020 09:00:00 AM,65.127,-0.437,,
10571,10/07/2020 10:00:00 AM,65.109,0.232,,
10572,10/07/2020 11:00:00 AM,65.121,0.893,,
10573,10/07/2020 12:00:00 PM,65.129,1.33,,
10574,10/07/2020 01:00:00 PM,65.168,1.221,,
10575,10/07/2020 02:00:00 PM,65.201,0.232,,
10576,10/07/2020 03:00:00 PM,65.219,-1.001,,
10577,10/07/2020 04:00:00 PM,65.27,-1.57,,
10578,10/07/2020 05:00:00 PM,65.264,-1.914,,
10579,10/07/2020 06:00:00 PM,65.278,-1.684,,
10580,10/07/2020 07:00:00 PM,65.268,-1.684,,
10581,10/07/2020 08:00:00 PM,65.239,-2.145,,
10582,10/07/2020 09:00:00 PM,65.21,-2.61,,
10583,10/07/2020 10:00:00 PM,65.202,-2.494,,
10584,10/07/2020 11:00:00 PM,65.183,-2.962,,
10585,10/08/2020 12:00:00 AM,65.135,-2.844,,
10586,10/08/2020 01:00:00 AM,65.126,-2.727,,
10587,10/08/2020 02:00:00 AM,65.151,-3.079,,
10588,10/08/2020 03:00:00 AM,65.116,-2.727,,
10589,10/08/2020 04:00:00 AM,65.102,-2.377,,
10590,10/08/2020 05:00:00 AM,65.137,-2.145,,
10591,10/08/2020 06:00:00 AM,65.133,-1.799,,
10592,10/08/2020 07:00:00 AM,65.117,-1.57,,
10593,10/08/2020 08:00:00 AM,65.064,-1.114,,
10594,10/08/2020 09:00:00 AM,65.04,-0.774,,
10595,10/08/2020 10:00:00 AM,65.017,-0.325,,
10596,10/08/2020 11:00:00 AM,65.011,-0.662,,
10597,10/08/2020 12:00:00 PM,65.003,-0.549,,
10598,10/08/2020 01:00:00 PM,65.015,-1.001,,
10599,10/08/2020 02:00:00 PM,65.064,-1.684,,
10600,10/08/2020 03:00:00 PM,65.121,-1.914,,
10601,10/08/2020 04:00:00 PM,65.121,-1.914,,
10602,10/08/2020 05:00:00 PM,65.123,-2.377,,
10603,10/08/2020 06:00:00 PM,65.104,-2.261,,
10604,10/08/2020 07:00:00 PM,65.082,-2.377,,
10605,10/08/2020 08:00:00 PM,65.065,-2.727,,
10606,10/08/2020 09:00:00 PM,65.027,-2.61,,
10607,10/08/2020 10:00:00 PM,64.996,-2.61,,
10608,10/08/2020 11:00:00 PM,64.963,-2.727,,
10609,10/09/2020 12:00:00 AM,64.935,-2.61,,
10610,10/09/2020 01:00:00 AM,64.916,-2.494,,
10611,10/09/2020 02:00:00 AM,64.914,-2.61,,
10612,10/09/2020 03:00:00 AM,64.908,-2.377,,
10613,10/09/2020 04:00:00 AM,64.951,-2.261,,
10614,10/09/2020 05:00:00 AM,64.984,-2.145,,
10615,10/09/2020 06:00:00 AM,64.99,-1.799,,
10616,10/09/2020 07:00:00 AM,64.992,-1.684,,
10617,10/09/2020 08:00:00 AM,64.966,-1.456,,
10618,10/09/2020 09:00:00 AM,64.982,-1.114,,
10619,10/09/2020 10:00:00 AM,64.952,-1.114,,
10620,10/09/2020 11:00:00 AM,64.978,-1.341,,
10621,10/09/2020 12:00:00 PM,64.976,-0.887,,
10622,10/09/2020 01:00:00 PM,65.029,-1.341,,
10623,10/09/2020 02:00:00 PM,65.084,-2.261,,
10624,10/09/2020 03:00:00 PM,65.141,-2.494,,
10625,10/09/2020 04:00:00 PM,65.204,-2.962,,
10626,10/09/2020 05:00:00 PM,65.163,-2.377,,
10627,10/09/2020 06:00:00 PM,65.162,-1.914,,
10628,10/09/2020 07:00:00 PM,65.149,-2.03,,
10629,10/09/2020 08:00:00 PM,65.129,-2.61,,
10630,10/09/2020 09:00:00 PM,65.122,-2.962,,
10631,10/09/2020 10:00:00 PM,65.084,-2.844,,
10632,10/09/2020 11:00:00 PM,65.094,-2.844,,
10633,10/10/2020 12:00:00 AM,65.047,-2.61,,
10634,10/10/2020 01:00:00 AM,65.065,-2.727,,
10635,10/10/2020 02:00:00 AM,65.075,-2.727,,
10636,10/10/2020 03:00:00 AM,65.096,-2.727,,
10637,10/10/2020 04:00:00 AM,65.116,-2.727,,
10638,10/10/2020 05:00:00 AM,65.137,-2.727,,
10639,10/10/2020 06:00:00 AM,65.118,-2.61,,
10640,10/10/2020 07:00:00 AM,65.09,-1.914,,
10641,10/10/2020 08:00:00 AM,65.107,-1.57,,
10642,10/10/2020 09:00:00 AM,65.097,-1.001,,
10643,10/10/2020 10:00:00 AM,65.074,-0.549,,
10644,10/10/2020 11:00:00 AM,65.095,-0.549,,
10645,10/10/2020 12:00:00 PM,65.125,-0.549,,
10646,10/10/2020 01:00:00 PM,65.154,-0.662,,
10647,10/10/2020 02:00:00 PM,65.18,-0.887,,
10648,10/10/2020 03:00:00 PM,65.229,-1.001,,
10649,10/10/2020 04:00:00 PM,65.262,-1.456,,
10650,10/10/2020 05:00:00 PM,65.282,-1.456,,
10651,10/10/2020 06:00:00 PM,65.284,-1.341,,
10652,10/10/2020 07:00:00 PM,65.272,-1.456,,
10653,10/10/2020 08:00:00 PM,65.27,-1.57,,
10654,10/10/2020 09:00:00 PM,65.207,-1.684,,
10655,10/10/2020 10:00:00 PM,65.211,-2.03,,
10656,10/10/2020 11:00:00 PM,65.188,-2.145,,
10657,10/11/2020 12:00:00 AM,65.145,-2.261,,
10658,10/11/2020 01:00:00 AM,65.147,-2.145,,
10659,10/11/2020 02:00:00 AM,65.149,-2.03,,
10660,10/11/2020 03:00:00 AM,65.149,-2.03,,
10661,10/11/2020 04:00:00 AM,65.18,-2.03,,
10662,10/11/2020 05:00:00 AM,65.211,-2.03,,
10663,10/11/2020 06:00:00 AM,65.219,-1.57,,
10664,10/11/2020 07:00:00 AM,65.189,-1.001,,
10665,10/11/2020 08:00:00 AM,65.203,-0.774,,
10666,10/11/2020 09:00:00 AM,65.168,-0.437,,
10667,10/11/2020 10:00:00 AM,65.127,0.121,,
10668,10/11/2020 11:00:00 AM,65.119,0.784,,
10669,10/11/2020 12:00:00 PM,65.152,0.343,,
10670,10/11/2020 01:00:00 PM,65.158,0.121,,
10671,10/11/2020 02:00:00 PM,65.162,-0.213,,
10672,10/11/2020 03:00:00 PM,65.162,-0.774,,
10673,10/11/2020 04:00:00 PM,65.207,-1.114,,
10674,10/11/2020 05:00:00 PM,65.168,-1.001,,
10675,10/11/2020 06:00:00 PM,65.184,-1.228,,
10676,10/11/2020 07:00:00 PM,65.172,-1.341,,
10677,10/11/2020 08:00:00 PM,65.135,-1.684,,
10678,10/11/2020 09:00:00 PM,65.119,-1.456,,
10679,10/11/2020 10:00:00 PM,65.08,-1.914,,
10680,10/11/2020 11:00:00 PM,65.053,-2.261,,
10681,10/12/2020 12:00:00 AM,65.049,-2.494,,
10682,10/12/2020 01:00:00 AM,65.035,-2.727,,
10683,10/12/2020 02:00:00 AM,65.075,-2.727,,
10684,10/12/2020 03:00:00 AM,65.063,-2.844,,
10685,10/12/2020 04:00:00 AM,65.077,-3.197,,
10686,10/12/2020 05:00:00 AM,65.128,-3.197,,
10687,10/12/2020 06:00:00 AM,65.129,-2.61,,
10688,10/12/2020 07:00:00 AM,65.074,-1.684,,
10689,10/12/2020 08:00:00 AM,65.08,-1.341,,
10690,10/12/2020 09:00:00 AM,65.062,-0.662,,
10691,10/12/2020 10:00:00 AM,65.044,0.01,,
10692,10/12/2020 11:00:00 AM,65.033,0.563,,
10693,10/12/2020 12:00:00 PM,65.066,1.221,,
10694,10/12/2020 01:00:00 PM,65.119,1.33,,
10695,10/12/2020 02:00:00 PM,65.174,0.453,,
10696,10/12/2020 03:00:00 PM,65.217,-0.549,,
10697,10/12/2020 04:00:00 PM,65.244,-1.341,,
10698,10/12/2020 05:00:00 PM,65.268,-1.684,,
10699,10/12/2020 06:00:00 PM,65.264,-1.914,,
10700,10/12/2020 07:00:00 PM,65.28,-2.145,,
10701,10/12/2020 08:00:00 PM,65.263,-2.494,,
10702,10/12/2020 09:00:00 PM,65.259,-2.727,,
10703,10/12/2020 10:00:00 PM,65.263,-3.079,,
10704,10/12/2020 11:00:00 PM,65.269,-3.316,,
10705,10/13/2020 12:00:00 AM,65.234,-3.553,,
10706,10/13/2020 01:00:00 AM,65.26,-3.792,,
10707,10/13/2020 02:00:00 AM,65.274,-4.152,,
10708,10/13/2020 03:00:00 AM,65.288,-4.514,,
10709,10/13/2020 04:00:00 AM,65.327,-4.636,,
10710,10/13/2020 05:00:00 AM,65.348,-4.031,,
10711,10/13/2020 06:00:00 AM,65.347,-2.962,,
10712,10/13/2020 07:00:00 AM,65.341,-2.145,,
10713,10/13/2020 08:00:00 AM,65.323,-1.456,,
10714,10/13/2020 09:00:00 AM,65.28,-0.437,,
10715,10/13/2020 10:00:00 AM,65.256,0.453,,
10716,10/13/2020 11:00:00 AM,65.249,1.764,,
10717,10/13/2020 12:00:00 PM,65.261,2.943,,
10718,10/13/2020 01:00:00 PM,65.261,2.41,,
10719,10/13/2020 02:00:00 PM,65.289,1.112,,
10720,10/13/2020 03:00:00 PM,65.317,0.453,,
10721,10/13/2020 04:00:00 PM,65.332,-0.437,,
10722,10/13/2020 05:00:00 PM,65.344,-0.887,,
10723,10/13/2020 06:00:00 PM,65.337,-1.228,,
10724,10/13/2020 07:00:00 PM,65.335,-1.341,,
10725,10/13/2020 08:00:00 PM,65.305,-1.914,,
10726,10/13/2020 09:00:00 PM,65.29,-2.145,,
10727,10/13/2020 10:00:00 PM,65.294,-2.494,,
10728,10/13/2020 11:00:00 PM,65.277,-2.844,,
10729,10/14/2020 12:00:00 AM,65.255,-2.962,,
10730,10/14/2020 01:00:00 AM,65.261,-3.197,,
10731,10/14/2020 02:00:00 AM,65.254,-3.553,,
10732,10/14/2020 03:00:00 AM,65.265,-3.553,,
10733,10/14/2020 04:00:00 AM,65.262,-3.672,,
10734,10/14/2020 05:00:00 AM,65.251,-3.197,,
10735,10/14/2020 06:00:00 AM,65.262,-2.03,,
10736,10/14/2020 07:00:00 AM,65.258,-1.684,,
10737,10/14/2020 08:00:00 AM,65.233,-0.774,,
10738,10/14/2020 09:00:00 AM,65.201,1.33,,
10739,10/14/2020 10:00:00 AM,65.159,2.41,,
10740,10/14/2020 11:00:00 AM,65.143,2.624,,
10741,10/14/2020 12:00:00 PM,65.146,3.367,,
10742,10/14/2020 01:00:00 PM,65.167,2.837,,
10743,10/14/2020 02:00:00 PM,65.202,1.98,,
10744,10/14/2020 03:00:00 PM,65.248,1.112,,
10745,10/14/2020 04:00:00 PM,65.266,0.453,,
10746,10/14/2020 05:00:00 PM,65.278,0.01,,
10747,10/14/2020 06:00:00 PM,65.27,-0.437,,
10748,10/14/2020 07:00:00 PM,65.274,-0.774,,
10749,10/14/2020 08:00:00 PM,65.284,-1.341,,
10750,10/14/2020 09:00:00 PM,65.241,-1.456,,
10751,10/14/2020 10:00:00 PM,65.245,-1.799,,
10752,10/14/2020 11:00:00 PM,65.235,-1.799,,
10753,10/15/2020 12:00:00 AM,65.235,-2.377,,
10754,10/15/2020 01:00:00 AM,65.249,-2.145,,
10755,10/15/2020 02:00:00 AM,65.259,-2.145,,
10756,10/15/2020 03:00:00 AM,65.3,-2.145,,
10757,10/15/2020 04:00:00 AM,65.331,-2.145,,
10758,10/15/2020 05:00:00 AM,65.364,-2.03,,
10759,10/15/2020 06:00:00 AM,65.38,-1.684,,
10760,10/15/2020 07:00:00 AM,65.376,-1.341,,
10761,10/15/2020 08:00:00 AM,65.368,-0.102,,
10762,10/15/2020 09:00:00 AM,65.338,0.453,,
10763,10/15/2020 10:00:00 AM,65.291,1.221,,
10764,10/15/2020 11:00:00 AM,65.309,1.656,,
10765,10/15/2020 12:00:00 PM,65.305,1.439,,
10766,10/15/2020 01:00:00 PM,65.309,1.112,,
10767,10/15/2020 02:00:00 PM,65.34,0.563,,
10768,10/15/2020 03:00:00 PM,65.405,-0.325,,
10769,10/15/2020 04:00:00 PM,65.452,-0.549,,
10770,10/15/2020 05:00:00 PM,65.46,-0.662,,
10771,10/15/2020 06:00:00 PM,65.448,-0.774,,
10772,10/15/2020 07:00:00 PM,65.462,-1.114,,
10773,10/15/2020 08:00:00 PM,65.431,-1.114,,
10774,10/15/2020 09:00:00 PM,65.415,-1.456,,
10775,10/15/2020 10:00:00 PM,65.411,-1.684,,
10776,10/15/2020 11:00:00 PM,65.376,-1.341,,
10777,10/16/2020 12:00:00 AM,65.362,-1.57,,
10778,10/16/2020 01:00:00 AM,65.337,-1.799,,
10779,10/16/2020 02:00:00 AM,65.345,-1.914,,
10780,10/16/2020 03:00:00 AM,65.339,-2.261,,
10781,10/16/2020 04:00:00 AM,65.369,-2.844,,
10782,10/16/2020 05:00:00 AM,65.38,-2.261,,
10783,10/16/2020 06:00:00 AM,65.38,-1.114,,
10784,10/16/2020 07:00:00 AM,65.358,-0.662,,
10785,10/16/2020 08:00:00 AM,65.34,0.01,,
10786,10/16/2020 09:00:00 AM,65.291,1.221,,
10787,10/16/2020 10:00:00 AM,65.247,2.195,,
10788,10/16/2020 11:00:00 AM,65.232,3.049,,
10789,10/16/2020 12:00:00 PM,65.228,3.893,,
10790,10/16/2020 01:00:00 PM,65.22,3.472,,
10791,10/16/2020 02:00:00 PM,65.233,2.517,,
10792,10/16/2020 03:00:00 PM,65.274,1.439,,
10793,10/16/2020 04:00:00 PM,65.311,0.674,,
10794,10/16/2020 05:00:00 PM,65.313,0.232,,
10795,10/16/2020 06:00:00 PM,65.319,-0.549,,
10796,10/16/2020 07:00:00 PM,65.317,-0.662,,
10797,10/16/2020 08:00:00 PM,65.301,-1.001,,
10798,10/16/2020 09:00:00 PM,65.276,-1.228,,
10799,10/16/2020 10:00:00 PM,65.274,-1.341,,
10800,10/16/2020 11:00:00 PM,65.237,-1.684,,
10801,10/17/2020 12:00:00 AM,65.205,-1.799,,
10802,10/17/2020 01:00:00 AM,65.2,-2.03,,
10803,10/17/2020 02:00:00 AM,65.231,-2.61,,
10804,10/17/2020 03:00:00 AM,65.216,-2.844,,
10805,10/17/2020 04:00:00 AM,65.251,-3.197,,
10806,10/17/2020 05:00:00 AM,65.251,-2.61,,
10807,10/17/2020 06:00:00 AM,65.237,-1.114,,
10808,10/17/2020 07:00:00 AM,65.219,-0.437,,
10809,10/17/2020 08:00:00 AM,65.187,0.563,,
10810,10/17/2020 09:00:00 AM,65.131,1.439,,
10811,10/17/2020 10:00:00 AM,65.088,2.41,,
10812,10/17/2020 11:00:00 AM,65.081,3.155,,
10813,10/17/2020 12:00:00 PM,65.068,3.578,,
10814,10/17/2020 01:00:00 PM,65.093,3.788,,
10815,10/17/2020 02:00:00 PM,65.131,1.98,,
10816,10/17/2020 03:00:00 PM,65.211,1.33,,
10817,10/17/2020 04:00:00 PM,65.246,1.003,,
10818,10/17/2020 05:00:00 PM,65.272,0.232,,
10819,10/17/2020 06:00:00 PM,65.301,0.121,,
10820,10/17/2020 07:00:00 PM,65.323,-0.325,,
10821,10/17/2020 08:00:00 PM,65.295,-0.774,,
10822,10/17/2020 09:00:00 PM,65.297,-1.228,,
10823,10/17/2020 10:00:00 PM,65.305,-1.341,,
10824,10/17/2020 11:00:00 PM,65.311,-1.57,,
10825,10/18/2020 12:00:00 AM,65.299,-1.684,,
10826,10/18/2020 01:00:00 AM,65.315,-1.914,,
10827,10/18/2020 02:00:00 AM,65.331,-2.145,,
10828,10/18/2020 03:00:00 AM,65.331,-2.145,,
10829,10/18/2020 04:00:00 AM,65.368,-2.377,,
10830,10/18/2020 05:00:00 AM,65.388,-1.799,,
